time_s,v_mean,v_std,user00,user01,user02,user10,user11,user12
689,-0.085181771,0.105031121,-0.13909623,-0.210244,-0.174976498,-0.016934343,0.101150393,-0.070989951
690,-0.108556037,0.08566918,-0.143497795,-0.11536032,-0.203977406,-0.161322996,0.06653887,-0.093716577
691,-0.096699161,0.108558115,-0.139233798,-0.07205601,-0.270574659,-0.162026256,0.051131342,0.012564417
692,-0.105619322,0.091247162,-0.162097722,-0.024041396,-0.247667253,-0.165447563,0.001867112,-0.036329109
693,-0.100918398,0.12147652,-0.15785788,-0.113783658,-0.27729702,-0.152591541,0.107140511,-0.0111208
694,-0.118885927,0.116470332,-0.146783814,-0.233211666,-0.294332713,-0.056223903,-0.004043091,0.021279624
695,-0.102268556,0.161260017,-0.133918121,-0.363280982,-0.187606335,-0.117425144,0.126723796,0.061895449
696,-0.051783435,0.1248382,-0.139717817,-0.160393119,-0.170131519,-0.080552176,0.11320506,0.126888961
697,-0.106225408,0.141169131,-0.135273531,-0.343665987,-0.201178789,-0.058157284,0.081463277,0.019459864
698,-0.100048246,0.094786554,-0.142850429,-0.084737614,-0.182388693,-0.144344822,0.101957142,-0.147925064
699,-0.177867128,0.143593104,-0.13968958,-0.463649958,-0.215806067,-0.158324227,-0.003727157,-0.086005777
700,-0.177796178,0.133246302,-0.14135623,-0.428204626,-0.221361667,-0.182496309,0.008961659,-0.102319896
701,-0.142843918,0.190921567,-0.112552971,-0.532980084,-0.099263549,-0.179468647,0.039779522,0.02742222
702,-0.108051324,0.109737291,-0.139686331,-0.265233994,-0.139414355,-0.170814782,0.061659753,0.005181763
703,-0.123956504,0.131496644,-0.130320132,-0.345313966,-0.175203502,-0.162183836,0.047181755,0.022100657
704,-0.092026797,0.076951381,-0.133345276,-0.180512443,-0.067545235,-0.174453795,-0.020216215,0.023912184
705,-0.132897687,0.14442813,-0.13680236,-0.066306815,-0.16593273,-0.118729189,0.088559672,-0.398174703
706,-0.054763533,0.066564889,-0.127468929,0.005647365,-0.065786541,-0.008796107,0.020971071,-0.153148055
707,-0.158892098,0.169748384,-0.141502932,-0.094284117,-0.185811833,-0.006073911,-0.015128221,-0.510551572
708,-0.082817075,0.117313154,-0.102749407,-0.126269996,-0.20797503,-0.151204988,0.161710069,-0.070413098
709,-0.086813603,0.131543947,-0.092824638,0.026488505,-0.309794903,-0.170095265,0.097813278,-0.072468594
710,-0.122603718,0.099464767,-0.098439664,-0.048170175,-0.30905807,-0.098946989,-0.001482647,-0.179524764
711,-0.111042774,0.08239665,-0.132743195,-0.095853135,-0.265956312,-0.126371011,-0.013187002,-0.032145988
712,-0.111803736,0.067189756,-0.145584166,-0.144144982,-0.19040601,-0.082652956,0.003769435,
713,-0.115694979,0.085127952,-0.128754929,-0.238242477,-0.133061096,-0.020753238,0.006306943,-0.179665074
714,-0.10755746,0.07676345,-0.112226337,-0.195789844,-0.156572431,-0.104362935,0.031164246,
715,-0.071155416,0.100873983,-0.122549236,-0.049193334,-0.207524806,-0.076040179,0.099530473,
716,-0.111244757,0.131657102,-0.116593942,-0.126441836,-0.289927185,0.062146366,0.04557731,-0.242229253
717,-0.104139506,0.058571305,-0.110568643,-0.160478413,-0.137375847,-0.06355238,0.004441477,-0.157303229
718,-0.121477454,0.096759515,-0.134817064,-0.246941417,-0.095567435,-0.0186559,0.003893387,-0.236776292
719,-0.12847733,0.099929559,-0.116648361,-0.284218818,-0.117248416,-0.072824314,0.031137021,-0.21106109
720,-0.071605366,0.090635537,-0.139527321,-0.162383124,-0.131632656,-0.103916973,0.042138912,0.065688968
721,-0.121676902,0.025548719,-0.102651164,-0.134190381,-0.132620648,-0.092606783,-0.101365805,-0.166626632
722,-0.131175936,0.109424826,-0.105308473,-0.257852256,-0.261220962,0.009384304,-0.001231182,-0.170827046
723,-0.075159976,0.034113334,-0.118400425,-0.030894373,-0.109112054,-0.09326385,-0.036032591,-0.063256562
724,-0.128613968,0.067157707,-0.099327102,-0.032499891,-0.226500303,-0.178146243,-0.069191605,-0.166018665
725,-0.132158021,0.139665754,-0.156288028,-0.356100231,-0.182725057,-0.102447256,0.117860854,-0.113248408
726,-0.131663046,0.090529795,-0.122452065,-0.217780262,-0.212798178,-0.132344186,0.053747855,-0.158351436
727,-0.15454003,0.096342175,-0.110333517,-0.258426577,-0.219104737,-0.149903417,0.030964285,-0.220436215
728,-0.173396006,0.077815678,-0.102165863,-0.189194918,-0.292600721,-0.138686791,-0.071767718,-0.245960027
729,-0.103212118,0.087347709,-0.115539297,-0.0778061,-0.259904832,-0.044674147,0.021124529,-0.142472863
730,-0.098414736,0.062741464,-0.128004849,-0.123505339,-0.127750874,-0.027177695,-0.002311822,-0.18173784
731,-0.108590225,0.055543656,-0.123423398,-0.095682666,-0.184417218,-0.128235683,0.000296388,-0.120078772
732,-0.106732318,0.076679239,-0.110529929,-0.070003286,-0.169100225,-0.145245925,0.041770302,-0.187284842
733,-0.120470002,0.117339025,-0.119587749,-0.05478951,-0.164068952,-0.010345168,-0.02056412,-0.353464514
734,-0.143435008,0.089522282,-0.118707478,-0.254286051,-0.20558019,-0.174750432,0.030672301,-0.137958199
735,-0.112828372,0.081238329,-0.113634065,-0.123392642,-0.175973728,-0.048876833,0.017658971,-0.232751936
736,-0.11367691,0.073544886,-0.112271965,-0.154060811,-0.176926568,-0.005529106,-0.029727694,-0.203545317
737,-0.157496552,0.087554106,-0.128455445,-0.17731069,-0.257725567,-0.160753176,0.0126359,-0.233370334
738,,,,,,,,
739,,,,,,,,
740,-0.147194285,0.083446855,-0.142279357,-0.260258853,-0.178967044,-0.152101263,-0.002364907,
741,-0.148163447,0.087238888,-0.12382865,-0.263321996,-0.174415633,-0.180885762,0.001634806,
742,-0.128816022,0.099394509,-0.133964762,-0.259527773,-0.109803244,-0.182410225,0.041625895,
743,-0.131326164,0.088169971,-0.127335578,-0.190026104,-0.233831257,-0.131910563,0.02647268,
744,-0.107783629,0.061354733,-0.125848532,-0.104290932,-0.170233786,-0.052144136,-0.010421868,-0.183762521
745,-0.173567333,0.094783476,-0.131565616,-0.302232087,-0.241989523,-0.166357726,-0.025691714,
746,-0.133285811,0.062528525,-0.125230059,-0.177917823,-0.204678476,-0.136601493,-0.022001203,
747,-0.14407879,0.058855054,-0.124868453,-0.1950441,-0.219444305,-0.128831252,-0.052205842,
748,-0.105514983,0.057012041,-0.120588437,-0.064927369,-0.186834082,-0.133323416,-0.021901611,
749,-0.122210123,0.072161344,-0.125933304,-0.118911326,-0.196582749,-0.178840786,0.009217553,
750,-0.12022638,0.079819424,-0.121784523,-0.156595156,-0.218022168,-0.129033938,0.024303885,
751,-0.070712079,0.123672298,-0.12865214,-0.042668339,-0.252726138,-0.162400112,0.082449287,0.079724967
752,-0.104413177,0.085781945,-0.122939661,-0.230742753,-0.141890898,-0.139710695,0.031940397,-0.02313545
753,-0.136448353,0.082189454,-0.114288986,-0.103891671,-0.290351599,-0.142136768,-0.01414765,-0.153873444
754,-0.132462176,0.069785558,-0.132795572,-0.207091406,-0.18963185,-0.161931992,0.005154584,-0.108476818
755,-0.110613698,0.078411416,-0.125592142,-0.185107842,-0.215694219,-0.046301525,0.015568409,-0.106554866
756,-0.112153941,0.053162094,-0.118705437,-0.136949822,-0.183187187,-0.065194577,-0.023153711,-0.145732909
757,-0.113120106,0.087782205,-0.135859907,-0.211353451,-0.193065077,-0.146796912,0.026812401,-0.018457692
758,-0.145810419,0.100367597,-0.135483935,-0.301239967,-0.235761315,-0.1290223,0.007954068,-0.081309065
759,-0.157620257,0.101066715,-0.124252632,-0.320718199,-0.258455694,-0.130372986,-0.024392474,-0.087529555
760,-0.162532744,0.160136918,-0.133928016,-0.474904746,-0.21683082,-0.106941804,0.047747806,-0.090338886
761,-0.126184116,0.103085454,-0.122856542,-0.294149727,-0.178455442,-0.1201469,0.051825628,-0.093321711
762,-0.103769441,0.093230256,-0.130619749,-0.203225076,-0.219624251,-0.063096389,0.052488554,-0.058539737
763,-0.190714692,0.105917793,-0.13245371,-0.385943711,-0.279911757,-0.137580708,-0.09902513,-0.109373137
764,-0.152844377,0.107027093,-0.123133332,-0.316058517,-0.251466244,-0.134161025,-0.110750154,0.018503008
765,-0.134326569,0.055830498,-0.108794928,-0.12280339,-0.236588508,-0.161534011,-0.053121831,-0.123116747
766,-0.125714252,0.107561895,-0.103331193,-0.270816416,-0.186208457,0.037512854,-0.022556331,-0.208885968
767,-0.136119492,0.110948431,-0.139848694,-0.353130698,-0.089166149,-0.05447894,-0.007480294,-0.172612175
768,-0.169086555,0.093090621,-0.132705227,-0.321412742,-0.186408192,-0.121598914,-0.023157831,-0.229236424
769,-0.135780433,0.072174674,-0.134452641,-0.214166731,-0.187414676,-0.024650764,-0.056504931,-0.197492853
770,-0.166603886,0.077018084,-0.133134961,-0.28007552,-0.229793549,-0.087244749,-0.066618979,-0.202755556
771,-0.11862267,0.067898266,-0.12783739,-0.189474747,-0.123724282,-0.116076559,0.020439152,-0.175062194
772,-0.139060656,0.103709562,-0.108585119,-0.230111927,-0.208901465,-0.10183011,0.057047024,-0.241982341
773,-0.165804272,0.127342571,-0.117853478,-0.308319151,-0.203631997,-0.111893922,0.05683504,-0.309962124
774,-0.091012592,0.125663819,-0.124551088,0.027469933,-0.249520957,-0.019927397,0.067396238,-0.246942282
775,-0.170515083,0.124009291,-0.13160269,-0.345619559,-0.279750347,,-0.011290215,-0.084312603
776,-0.119890696,0.111894437,-0.11587213,-0.282386482,-0.250894874,0.024719568,-0.055613402,-0.039296854
777,-0.188886854,0.106538862,-0.11208865,-0.409880489,-0.225485265,-0.118282512,-0.111749604,-0.1558346
778,-0.177696787,0.104107312,-0.095883176,-0.393874198,-0.207580611,-0.104149505,-0.107971087,-0.156722143
779,-0.134027114,0.126210509,-0.12605004,-0.285292715,-0.21035111,0.008515663,0.052013643,-0.242998123
780,-0.17362877,0.138727542,-0.115462288,-0.406297207,-0.167557091,-0.115819857,0.037336603,-0.27397278
781,-0.102837375,0.052765593,-0.110699177,-0.177036747,-0.136850089,-0.059970234,-0.029630627,
782,-0.138016184,0.073972325,-0.129803956,-0.26108551,-0.155544713,-0.11103943,-0.032607313,
783,-0.137493913,0.133042653,-0.142923653,-0.341112524,-0.162475914,0.101056412,-0.079872802,-0.199634999
784,-0.158953882,0.121157298,-0.109442398,-0.346685529,-0.286537915,0.013096025,-0.104789838,-0.119363636
785,-0.164134321,0.090705629,-0.113466769,-0.322428882,-0.252948523,-0.076043949,-0.099402621,-0.120515183
786,-0.142328442,0.159487472,-0.106688932,-0.419298679,-0.144046664,-0.054608647,0.100976631,-0.23030436
787,-0.124201104,0.126626646,-0.109390989,-0.345625371,-0.210116953,-0.108306393,-0.008906092,0.037139174
788,-0.101707273,0.147953971,-0.111715987,-0.274973273,-0.27628687,-0.112609074,0.046383303,0.118958265
789,-0.118033547,0.068857472,-0.111047581,-0.230951786,-0.163564354,-0.013254113,-0.067238942,-0.122144505
790,-0.152102647,0.119704059,-0.112259373,-0.395655125,-0.193945751,-0.079186529,-0.026415516,-0.10515359
791,-0.177683487,0.153956077,-0.094172016,-0.1356235,-0.223342657,-0.044321503,-0.071179241,-0.497462004
792,-0.141638349,0.061022582,-0.094741076,-0.171255097,-0.202368245,-0.141748175,-0.034333337,-0.205384165
793,-0.124550222,0.090562112,-0.103799805,-0.28695932,-0.18254678,-0.009740662,-0.048530873,-0.115723893
794,-0.088006773,0.061077022,-0.106358916,-0.071023211,-0.207513481,-0.00754945,-0.05817664,-0.077418938
795,-0.134117236,0.094735676,-0.105769604,-0.117647782,-0.284775347,0.033633735,-0.161943018,-0.168201402
796,-0.153089997,0.081608595,-0.103935167,-0.275460213,-0.241083056,-0.040010225,-0.108036235,-0.150015086
797,-0.104391207,0.063838335,-0.101436496,-0.190323085,-0.189546555,-0.042238083,-0.064221814,-0.038581211
798,-0.092360107,0.092255693,-0.099899888,-0.233558953,-0.189992607,0.012476515,-0.005254481,-0.03793123
799,-0.087349331,0.092835604,-0.108387083,-0.017255601,-0.178694189,-0.185575053,,0.053165272
800,-0.055650948,0.072205305,-0.107857913,-0.036082063,-0.157560214,-0.02823687,0.073073283,-0.077241912
801,-0.055291668,0.110459821,-0.109774396,-0.114282191,-0.235398114,0.062137254,0.0828714,-0.017303959
802,-0.064918763,0.068110969,-0.128112823,-0.059726592,-0.168082565,-0.003933001,0.032256946,-0.061914545
803,-0.084819865,0.125536871,-0.146008372,-0.223904252,-0.238445669,0.037764944,0.086007521,-0.024333362
804,-0.087237179,0.129216117,-0.116870403,-0.198816121,-0.26785782,-0.085618675,0.034413457,0.111326486
805,-0.064696638,0.091190609,-0.10950236,-0.028708357,-0.232032269,0.013001746,0.04660622,-0.077544808
806,-0.058127249,0.064431496,-0.107935816,-0.061527584,-0.162901819,-0.050251339,0.009504605,0.024348456
807,-0.117603034,0.120907258,-0.118481904,-0.047858451,-0.287366986,0.073638797,-0.244543076,-0.081006587
808,-0.172162185,0.151958298,-0.127784729,-0.258112729,-0.431243539,0.071575761,-0.120900273,-0.166507602
809,-0.166961741,0.115163684,-0.126337543,-0.190847367,-0.288806826,-0.051086951,-0.015782751,-0.32890901
810,-0.13878481,0.109013694,-0.107288599,-0.273296356,-0.293740928,0.007249512,-0.1003685,-0.065263987
811,-0.169598858,0.133051742,-0.138793543,-0.348325938,-0.251536727,0.000132475,-0.005381785,-0.273687631
812,-0.162566373,0.137244415,-0.110830039,-0.414047092,-0.26641807,-0.037457768,-0.024687517,-0.121957749
813,-0.117646279,0.144506483,-0.129223377,-0.329878151,-0.238821447,0.005680058,-0.120081335,0.106446579
814,-0.070264606,0.073243029,-0.131819367,-0.116965622,-0.168333188,-0.006671149,-0.033320408,0.035522096
815,-0.162085171,0.154541384,-0.122345358,-0.352999121,-0.394738078,-0.051144723,0.002661321,-0.053945068
816,-0.136538705,0.126494185,-0.118947864,-0.395755976,-0.175252616,-0.062115129,-0.0450509,-0.022109743
817,-0.091516856,0.131677707,-0.106584251,-0.30293861,-0.186993375,0.025100751,0.098645978,-0.07633163
818,-0.096748856,0.176437971,-0.104749486,-0.403662622,-0.173357427,0.005917598,0.178816274,-0.08345747
819,-0.149836244,0.159049126,-0.108992264,-0.461290568,-0.232526869,-0.036781628,0.018398678,-0.077824816
820,-0.122369212,0.156186874,-0.113173157,-0.352143288,-0.226507306,-0.062947467,0.158465534,-0.137909591
821,-0.130196144,0.118214512,-0.10395804,-0.191405684,-0.231109738,-0.058031153,0.077720001,-0.274392247
822,-0.132210818,0.10374212,-0.144318849,-0.146458715,-0.27001211,-0.107378408,0.069575414,-0.194672242
823,-0.158782648,0.148781873,-0.112584248,-0.334022075,-0.38621223,0.016598323,-0.044853035,-0.091622621
824,-0.165545377,0.122276331,-0.135698631,-0.167626172,-0.316581607,-0.025565159,-0.021801967,-0.325998724
825,-0.17916481,0.119158855,-0.119176865,-0.218000263,-0.332597464,-0.013389874,-0.076533824,-0.31529057
826,-0.187821661,0.155634278,-0.12606819,-0.215038449,-0.282620996,0.006490324,-0.048631329,-0.461061329
827,-0.155234965,0.141924742,-0.135851443,-0.396321625,-0.195872337,0.058476072,-0.047700401,-0.214140058
828,-0.13761595,0.099232171,-0.135357082,-0.244671106,-0.273008168,0.020053606,-0.118948549,-0.073764399
829,-0.144100452,0.112951971,-0.124679238,-0.370127708,-0.13920559,0.010191545,-0.112356126,-0.128425598
830,-0.171943903,0.073509536,-0.117972642,-0.321760148,-0.205693185,-0.118595839,-0.124538139,-0.143103465
831,-0.092070604,0.079309281,-0.114927202,-0.147390857,-0.215320796,-0.066592053,-0.041768063,0.033575349
832,-0.126841088,0.043968731,-0.139561594,-0.090215549,-0.216386616,-0.08693257,-0.105197415,-0.122752786
833,-0.103732536,0.013525776,-0.129429191,-0.086730123,-0.093457341,-0.108123437,-0.099207312,-0.105447814
834,-0.128834985,0.092279151,-0.113364995,-0.219686925,-0.245259196,0.029522061,-0.070829183,-0.153391674
835,-0.128686657,0.130870599,-0.148349509,-0.162718147,-0.297097653,-0.000289857,0.079380617,-0.24304539
836,-0.132048501,0.118432103,-0.14672786,-0.307355434,-0.255012989,0.028582931,-0.037373159,-0.074404493
837,,,,,,,,
838,-0.177825039,0.117339981,-0.140079871,-0.254228383,-0.33721289,-0.054469172,-0.014108699,-0.266851217
839,,,,,,,,
840,-0.159779529,0.047754375,-0.156148285,-0.232555091,-0.182524741,-0.075939119,-0.135824338,-0.175685599
841,-0.121062629,0.08586542,-0.139236584,-0.05147424,-0.222078711,-0.002453003,-0.076792121,-0.234341115
842,-0.133643686,0.085501277,-0.156933948,-0.249636173,-0.223511726,-0.003816895,-0.085037038,-0.082926333
843,-0.136735313,0.139839422,-0.145096973,-0.337931812,-0.299792498,-0.013411034,-0.05631021,0.032130651
844,-0.152031058,0.099668612,-0.121954158,-0.313614696,-0.171285927,-0.013825249,-0.065010726,-0.226495594
845,-0.141069207,0.092903791,-0.142571554,-0.285899967,-0.218426764,0.004548557,-0.118945286,-0.085120231
846,-0.12080557,0.102003321,-0.146888077,-0.275265217,-0.205665722,0.035223618,-0.07957992,-0.0526581
847,-0.100452878,0.087434337,-0.133705214,-0.191451773,-0.188720107,0.065607652,-0.072999611,-0.081448212
848,-0.093269633,0.075125553,-0.142477483,-0.171655744,-0.103049353,0.061755829,-0.079590321,-0.124600723
849,-0.141316216,0.065648044,-0.128099814,-0.178260967,-0.209389359,-0.049764697,-0.066015631,-0.216366827
850,-0.119009785,0.071915335,-0.146717161,-0.235458434,-0.172150567,-0.075176328,-0.051819909,-0.032736313
851,-0.149867789,0.11834599,-0.166512325,-0.393436849,-0.154021561,-0.073089629,-0.077575698,-0.034570668
852,-0.105275158,0.08045596,-0.14280495,-0.239729851,-0.144487441,-0.050045278,-0.063358605,0.008775178
853,-0.134364965,0.123100824,-0.114066362,-0.224219978,-0.304833114,-0.129477963,-0.13017346,0.096581087
854,-0.053669763,0.208875655,-0.132934108,0.398801595,-0.25401485,-0.107821465,-0.095074266,-0.130975485
855,-0.127267008,0.078346884,-0.135654181,-0.013100326,-0.189632386,-0.108239889,-0.064881802,-0.252093464
856,-0.088613528,0.078617584,-0.114837989,0.001701698,-0.089809701,-0.096320137,-0.000760332,-0.231654704
857,-0.159738982,0.095270137,-0.118277863,-0.310701817,-0.111731291,-0.091023609,-0.056352045,-0.270347267
858,-0.183721426,0.104207126,-0.115032285,-0.33085683,-0.264087111,-0.0630707,-0.0723252,-0.256956428
859,-0.129031277,0.118845349,-0.115136996,-0.2515122,-0.266351402,-0.063445807,0.083878137,-0.161619395
860,-0.179526346,0.066765715,-0.117019653,-0.260144442,-0.256002426,-0.094871461,-0.134092584,-0.215027511
861,-0.171537555,0.16164254,-0.129278198,-0.519322038,-0.116030648,-0.055733759,-0.039116967,-0.169743717
862,-0.177765688,0.134026575,-0.108596817,-0.443120271,-0.253078043,-0.049245168,-0.115512311,-0.097041517
863,-0.131394234,0.094342821,-0.127814636,-0.272921979,-0.199831128,-0.093853518,0.033691965,-0.127636105
864,-0.164465725,0.083025666,-0.119704887,-0.306575835,-0.204648539,-0.068599805,-0.082445294,-0.204819992
865,-0.085769104,0.086938297,-0.112430602,-0.148689553,-0.196596399,-0.084517822,0.079245284,-0.051625531
866,-0.134038828,0.044837184,-0.114187256,-0.198181316,-0.175370619,-0.0640807,-0.105850354,-0.146562725
867,-0.133255159,0.063912144,-0.114581987,-0.230555713,-0.164236605,-0.074453771,-0.0408278,-0.174875081
868,-0.139997005,0.088980066,-0.107790753,-0.224154204,-0.159372732,-0.116747275,0.020630946,-0.252548009
869,-0.162068876,0.103078104,-0.121187672,-0.324039221,-0.266570985,-0.074082375,-0.03115749,-0.15537551
870,-0.193944775,0.145799149,-0.110013157,-0.371384531,-0.244168341,-0.063047871,-0.001414243,-0.373640507
871,-0.209568279,0.149183849,-0.10771358,-0.378235936,-0.194153473,-0.097265437,-0.040011209,-0.440030038
872,-0.210341486,0.151972625,-0.11895667,-0.448173881,-0.280472159,-0.122144744,0.016208064,-0.308509529
873,-0.22213073,0.195937237,-0.108486682,-0.593862534,-0.204143405,-0.113087177,0.014346398,-0.327550977
874,-0.175646429,0.153283658,-0.105688035,-0.42104575,-0.079563081,-0.103841946,0.003406841,-0.3471466
875,-0.178318587,0.146492463,-0.113673791,-0.450192481,-0.079781398,-0.108290017,-0.026124429,-0.291849405
876,-0.224190518,0.136948214,-0.114652827,-0.469815761,-0.184793487,-0.169935197,-0.071059167,-0.33488667
877,-0.203426305,0.137717503,-0.12871094,-0.427142173,-0.1970447,-0.111280948,-0.022690002,-0.333689064
878,-0.223322799,0.184703567,-0.126721323,-0.600568056,-0.170731738,-0.132201031,-0.027180824,-0.282533824
879,-0.182232064,0.166277327,-0.118521616,-0.529564738,-0.110034451,-0.213029355,-0.007767599,-0.114474624
880,-0.210878929,0.131078992,-0.124725074,-0.359965146,-0.396076113,-0.145270571,-0.024272699,-0.214963973
881,-0.198429445,0.115480026,-0.121266797,-0.358537376,-0.313721389,-0.071685717,-0.071816504,-0.25354889
882,-0.150790916,0.089160434,-0.15656057,-0.268208325,-0.255500734,-0.135921463,-0.043335933,-0.045218471
883,-0.110352331,0.110947274,-0.153001845,-0.302286625,-0.133113429,0.059195876,-0.03421085,-0.098697111
884,-0.136170724,0.112585463,-0.119579732,-0.335875303,-0.230133295,-0.031888995,-0.074904546,-0.024642471
885,-0.205236288,0.102642893,-0.156676114,-0.391099453,-0.177356228,-0.140345007,-0.082147688,-0.283793241
886,-0.153866988,0.101046103,-0.141865686,-0.349277407,-0.151901394,-0.037928265,-0.060527723,-0.181701452
887,-0.164912621,0.104005666,-0.118529618,-0.353594393,-0.186702386,-0.077074274,-0.0371955,-0.216379553
888,-0.151612207,0.129562098,-0.126550928,-0.390643507,-0.18278718,-0.012191195,-0.006676562,-0.190823868
889,-0.243058998,0.151387739,-0.139177725,-0.48467949,-0.345631838,-0.105632588,-0.061928529,-0.321303815
890,-0.206180322,0.157046753,-0.146423981,-0.461701304,-0.382670045,-0.08460106,-0.05108406,-0.110601485
891,-0.169645165,0.165889416,-0.144749537,-0.389319658,-0.391552359,-0.092204705,-0.041588563,0.041543834
892,-0.124091672,0.203423471,-0.132681459,-0.490386397,-0.259322554,-0.027659874,0.061684739,0.103815511
893,-0.167255723,0.125948843,-0.142891496,-0.393344373,-0.255286008,-0.008433022,-0.070778459,-0.132800981
894,-0.153927496,0.083044355,-0.133208305,-0.277709752,-0.233819902,-0.165067434,-0.068784595,-0.044974986
895,-0.16041779,0.105244296,-0.130583733,-0.143310681,-0.385277748,-0.049172159,-0.119491711,-0.134670705
896,,,,,,,,
897,,,,,,,,
898,,,,,,,,
899,,,,,,,,
900,-0.099429185,0.108462604,-0.127260476,-0.157733679,-0.267527133,-0.117473617,0.056211203,0.017208595
901,-0.12468518,0.063500833,-0.118764088,-0.111704037,-0.255125582,-0.113482729,-0.044378113,-0.104656532
902,-0.207400451,0.097865557,-0.127172679,-0.28557083,-0.303987086,-0.143883839,-0.06724529,-0.316542983
903,-0.197512977,0.084605381,-0.115285605,-0.318641216,-0.206734568,-0.220060706,-0.066197529,-0.258158237
904,-0.208784224,0.157220859,-0.122233614,-0.247902364,-0.503058612,-0.124999702,-1.95E-05,-0.254491597
905,-0.1531236,0.055316281,-0.132971436,-0.100118756,-0.238375664,-0.176471591,-0.077511773,-0.193292379
906,-0.14460772,0.151428798,-0.135644287,-0.357783645,-0.240674525,-0.106294721,0.139753848,-0.167002991
907,-0.127427777,0.106449101,-0.130148187,-0.279753476,-0.158919856,-0.057328839,0.057467192,-0.195883498
908,-0.096845628,0.087178641,-0.147762924,-0.012587368,-0.003606457,,-0.083965674,-0.236305714
909,-0.152861661,0.052776473,-0.121436805,-0.137679964,-0.224205703,,-0.080024615,-0.200961217
910,-0.169509026,0.071268094,-0.120666116,-0.162200585,-0.297273189,-0.178806856,-0.088598385,
911,-0.181219166,0.103966667,-0.13093245,-0.245441586,-0.347664595,-0.132376567,-0.049680632,
912,-0.193806127,0.098953056,-0.122650743,-0.251920015,-0.278886229,-0.183525592,-0.019646619,-0.306207567
913,-0.165601949,0.107109717,-0.120769307,-0.237345994,-0.215824306,-0.167185485,0.041170523,-0.293657124
914,-0.152865339,0.104989199,-0.161280826,-0.342834413,-0.1972844,-0.096488729,0.00137452,-0.120678186
915,-0.145020503,0.095608312,-0.126071244,-0.265599698,-0.228705138,-0.062943429,0.008770954,-0.195574462
916,-0.168062007,0.093144,-0.135105163,-0.349531174,-0.184161395,-0.123443961,-0.042534966,-0.173595384
917,-0.15666887,0.124216069,-0.13013491,-0.399908483,-0.201141104,-0.056385402,-0.014051855,-0.138391465
918,-0.125650388,0.125789336,-0.116398811,-0.172320247,-0.289896727,-0.134920508,0.127066001,-0.16743204
919,-0.11937408,0.063914276,-0.127319694,-0.060368288,-0.247403413,-0.103499249,-0.053786848,-0.12386699
920,-0.166598544,0.084340581,-0.13581419,-0.184330568,-0.305374652,-0.123392165,-0.033449311,-0.21723038
921,-0.167636636,0.103999728,-0.143200919,-0.284826815,-0.321749598,-0.065951124,-0.04056919,-0.14952217
922,-0.151767402,0.089094232,-0.11605525,-0.091367081,-0.194186151,-0.141797096,-0.044355344,-0.322843492
923,-0.106084637,0.111105502,-0.122229233,0.042771429,-0.188938871,-0.026099432,-0.048621561,-0.293390155
924,-0.21429657,0.082574684,-0.145161167,-0.344684005,-0.245381117,,-0.108617634,-0.22763893
925,-0.18482961,0.09381988,-0.119484439,-0.194146112,-0.236920118,,-0.0509074,-0.32268998
926,-0.16852399,0.056652193,-0.130556211,-0.216730624,-0.192109928,-0.164501607,-0.068549797,-0.238695771
927,-0.18144607,0.067455605,-0.137784317,-0.215625525,-0.252179831,-0.109459653,-0.10319525,-0.270431846
928,-0.169893652,0.053395553,-0.138183743,-0.225068748,-0.184043109,-0.146794736,-0.084477037,-0.240794539
929,-0.152329701,0.073433815,-0.131838143,-0.232744664,-0.132342279,-0.149801314,-0.023255784,-0.243996024
930,-0.176806503,0.078197508,-0.144427702,-0.230107427,-0.175233185,-0.160556614,-0.04772589,-0.302788198
931,-0.131545375,0.048464408,-0.134955421,-0.140399083,-0.178794503,-0.093358815,-0.04987279,-0.19189164
932,-0.165968038,0.059011067,-0.137147471,-0.281911492,-0.151341334,-0.168429166,-0.086115867,-0.170862898
933,-0.131600489,0.063642692,-0.133030057,-0.034338724,-0.170507059,-0.191786274,-0.060331721,-0.199609101
934,-0.140070039,0.054699753,-0.130843624,-0.227024972,-0.164739281,-0.169477433,-0.065611035,-0.082723886
935,-0.149324464,0.077477163,-0.15078944,-0.306095898,-0.147432134,-0.141662419,-0.087659687,-0.062307205
936,-0.152959694,0.057280198,-0.138387039,-0.236913055,-0.222389251,-0.134689659,-0.090905398,-0.094473764
937,-0.211022258,0.08736075,-0.133237466,-0.325516522,-0.314943939,-0.170086086,-0.09339954,-0.228949994
938,,,,,,,,
939,-0.147943467,0.079606926,-0.128334999,-0.300640702,-0.197709575,-0.072714284,-0.080078974,-0.108182266
940,-0.14476649,0.052919743,-0.121685937,-0.209428817,-0.226247162,-0.091114894,-0.119076058,-0.10104607
941,-0.152877456,0.068432349,-0.129460275,-0.252696842,-0.206619874,-0.096304476,-0.049794946,-0.182388321
942,-0.139715838,0.058419367,-0.128894553,-0.177205503,-0.242698729,-0.138131306,-0.0671435,-0.084221438
943,-0.197510334,0.087556605,-0.128785655,-0.309951186,-0.327293485,-0.170047969,-0.110896215,-0.138087496
944,-0.192434579,0.049900632,-0.135417432,-0.247886837,-0.246854991,-0.168843031,-0.129490077,-0.226115108
945,-0.169815208,0.063433156,-0.130932122,-0.196912497,-0.27305004,-0.14171578,-0.07316795,-0.203112856
