11_v,01_v,02_v,00_v,12_v,10_v,11_a,01_a,02_a,12_a,10_a,00_a,v_mean,v_std,a_mean,a_std
-0.041848357766866684,-0.4383668005466461,-0.24354007840156555,-0.11914706230163574,-0.1839912235736847,-0.20137527585029602,0.45208677649497986,0.5407109260559082,0.4861893057823181,0.3174339830875397,0.30458715558052063,0.4019409418106079,-0.20471146640678248,0.12273860729050058,0.41715818146864575,0.08573146015770985
-0.027981910854578018,-0.45410048961639404,-0.1695304811000824,-0.11900858581066132,-0.24056413769721985,-0.15961985290050507,0.6663059592247009,0.29619503021240234,0.380153626203537,0.42009177803993225,0.2806761562824249,0.3993956744670868,-0.19513424299657345,0.13214842322839904,0.40713637073834735,0.12677070635196847
-0.02737158164381981,-0.14421765506267548,-0.21001359820365906,-0.1256338506937027,-0.2792030870914459,-0.16731607913970947,0.3198678493499756,0.13515692949295044,0.30191051959991455,0.32627570629119873,0.2710607051849365,0.3960731625556946,-0.15895930863916874,0.07722065218780605,0.29172414541244507,0.07949699039497071
0.16802379488945007,-0.2498779296875,-0.20292870700359344,-0.1148495227098465,-0.2798076272010803,-0.181657612323761,0.3449588716030121,0.27175161242485046,0.23386846482753754,0.46504268050193787,0.27394813299179077,0.4127059876918793,-0.14351626733938852,0.14874571747094464,0.3337126250068347,0.08265775905810871
0.16375698149204254,-0.3594161570072174,-0.07840627431869507,-0.1126183271408081,-0.17080070078372955,-0.16103780269622803,0.3939038813114166,0.29110944271087646,0.25316575169563293,0.3204643130302429,0.2884169816970825,0.41251635551452637,-0.11975371340910594,0.15485858947201647,0.3265961209932963,0.05782039795238263
0.020519094541668892,null,-0.22804492712020874,-0.10893458127975464,-0.2756384015083313,-0.16460105776786804,0.16580644249916077,null,0.35144567489624023,0.47517818212509155,0.2822108566761017,0.4144672453403473,-0.15133997462689877,0.10280404858631201,0.3378216803073883,0.10733943376275698
-0.008604463189840317,-0.07913702726364136,null,-0.12176242470741272,-0.2311328649520874,-0.13767009973526,0.20965276658535004,0.36989760398864746,null,0.27099844813346863,0.29775410890579224,0.44208380579948425,-0.11566137596964836,0.07300750935027785,0.3180773466825485,0.08055841014018275
-0.02633647248148918,-0.12799352407455444,-0.16251099109649658,-0.13923831284046173,-0.1285165250301361,-0.14677686989307404,0.17169323563575745,0.41224405169487,0.31441640853881836,0.30497825145721436,0.27640604972839355,0.36837562918663025,-0.12189544923603535,0.04431332653637509,0.3080189377069473,0.07543214360119793
0.06041022390127182,0.02292805165052414,-0.17887945473194122,-0.14057278633117676,-0.16721804440021515,-0.14975740015506744,0.21035300195217133,0.34445393085479736,0.27380630373954773,0.35701945424079895,0.32597196102142334,0.3981625735759735,-0.0921815683444341,0.096036592250036,0.3182945375641187,0.06089931183981877
-0.06756240129470825,-0.00027711689472198486,-0.17429789900779724,-0.1291721910238266,-0.20882663130760193,-0.14594359695911407,0.2698044180870056,0.6035715937614441,0.4190715551376343,0.3573741316795349,0.31478121876716614,0.40239375829696655,-0.12101330608129501,0.06912879445788497,0.3944994459549586,0.10619118480870439
0.08212612569332123,-0.40522316098213196,-0.11800879240036011,-0.12539142370224,-0.22282898426055908,-0.16334451735019684,0.252747118473053,0.28807833790779114,0.20913681387901306,0.40598857402801514,0.2970437705516815,0.3903716802597046,-0.15877845883369446,0.1447239836015176,0.3072277158498764,0.07038820673387425
0.036202870309352875,-0.18533675372600555,-0.1771920919418335,-0.11865662038326263,-0.26914769411087036,-0.14363692700862885,0.4361686408519745,0.2593228220939636,0.21648043394088745,0.357543021440506,0.3321967124938965,0.40189802646636963,-0.142961202810208,0.09271947485099251,0.3339349428812663,0.07636928133320918
