,0_v,1_v,2_v,3_v,4_v,5_v,0_a,1_a,3_a,2_a,5_a,4_a,v_mean,v_std,a_mean,a_std
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0542480014264583,-0.4311567842960357,-0.4659568965435028,-0.10744409263134,-0.2607859075069427,-0.1390694677829742,0.257817268371582,0.3236971199512481,0.4046568274497986,0.3929124176502228,0.2668258249759674,0.3175905048847198,-0.2639183364808559,0.18523223847456746,-0.2639183364808559,0.18523223847456746
2,-0.0283433459699153,-0.3689396679401397,-0.1390133798122406,-0.0880928337574005,-0.230945199728012,-0.165834903717041,0.258334755897522,0.2626799941062927,0.4800431132316589,0.4333521723747253,0.2897281050682068,0.2593029141426086,-0.1710668854415416,0.13324899602890622,-0.1710668854415416,0.13324899602890622
3,-0.0315060354769229,-0.4430325627326965,-0.1749499440193176,-0.1465475112199783,-0.1992550045251846,-0.1276964843273162,0.2979229092597961,0.368782639503479,0.404235303401947,0.3605521321296692,0.2465976327657699,0.245735302567482,-0.19905821159481998,0.15077784708122452,-0.19905821159481998,0.15077784708122452
4,-0.0190264172852039,-0.3847416937351227,-0.3887763917446136,-0.148071750998497,-0.2340931296348571,-0.1405233889818191,0.2183982878923416,0.3486404418945312,0.4076494574546814,0.256194919347763,0.2864097356796264,0.238933652639389,-0.23494187667965885,0.15832850969427903,-0.23494187667965885,0.15832850969427903
5,-0.1118834316730499,-0.2945291996002197,-0.3023647367954254,0.0,-0.3969568908214569,-0.0633731335401535,0.2098445892333984,0.3855718672275543,0.0,0.2540204524993896,0.3616238832473755,0.2246596217155456,-0.2211468517780304,0.16103952051547651,-0.2211468517780304,0.16103952051547651
6,-0.0218988098204135,-0.2484811246395111,-0.3402923345565796,0.0,-0.2524885833263397,-0.047974344342947,0.2466298043727874,0.1657500863075256,0.0,0.2776623368263244,0.3729068338871002,0.3269184529781341,-0.17263217046856877,0.15228464584318,-0.17263217046856877,0.15228464584318
7,-0.0969144254922866,-0.2442282140254974,-0.2634260356426239,-0.1570150554180145,-0.3545241355895996,-0.0846705734729766,0.21053247153759,0.1765068024396896,0.4146223366260528,0.3609982430934906,0.2730746865272522,0.3856107294559479,-0.22322157323360442,0.09954250249016874,-0.22322157323360442,0.09954250249016874
8,-0.0549316443502903,-0.131111741065979,-0.3421799540519714,-0.1093754917383194,-0.145323559641838,-0.1670001000165939,0.1166917979717254,0.0731900036334991,0.4553697407245636,0.3958770036697387,0.2847442328929901,0.2625707983970642,-0.15658447816967963,0.10929699940186831,-0.15658447816967963,0.10929699940186831
9,-0.0941614061594009,-0.2923429310321808,-0.3878891170024872,-0.1081493198871612,-0.3471530973911285,-0.1169483959674835,0.1828299164772033,0.3540283441543579,0.4429380297660827,0.4106307029724121,0.3179409205913543,0.3447125554084778,-0.24593917429447174,0.13653743807143925,-0.24593917429447174,0.13653743807143925
10,-0.0399828590452671,-0.2780215144157409,-0.293349951505661,-0.1192188560962677,-0.2500746548175812,-0.1802451759576797,0.2051797360181808,0.3128441870212555,0.4624520540237427,0.3537960946559906,0.3057088553905487,0.2302329987287521,-0.19612956717610358,0.111091424704425,-0.19612956717610358,0.111091424704425
11,0.054833460599184,-0.3689174652099609,-0.3025696575641632,-0.1220809966325759,-0.1534329801797866,-0.0204376317560672,0.204635664820671,0.2892076075077057,0.4656029939651489,0.3675149977207184,0.2929557561874389,0.3834346830844879,-0.17843352779746052,0.16576190164746704,-0.17843352779746052,0.16576190164746704
12,-0.038528699427843,-0.4649493992328644,-0.399935781955719,-0.1509832590818405,-0.242187887430191,-0.0461140312254428,0.2886467576026916,0.3648830354213714,0.395495742559433,0.3149079382419586,0.2748351991176605,0.364689439535141,-0.2593170054256916,0.17523941126446646,-0.2593170054256916,0.17523941126446646
13,-0.0342418290674686,-0.2566407918930053,-0.1240458637475967,-0.1393130421638488,-0.219176560640335,-0.0541334636509418,0.1867458969354629,0.2725008726119995,0.4017778933048248,0.2241435050964355,0.3533070385456085,0.2392193377017974,-0.15468361750245088,0.08694215902985737,-0.15468361750245088,0.08694215902985737
14,-0.0824533551931381,-0.3727195858955383,-0.1376604586839676,-0.1322485953569412,-0.2605011463165283,-0.0679200142621994,0.2642379105091095,0.2183595448732376,0.4254650473594665,0.2403997927904129,0.2402233779430389,0.4724052548408508,-0.1971166282892227,0.11805142930453975,-0.1971166282892227,0.11805142930453975
15,-0.0290524400770664,-0.2859752774238586,-0.0435434766113758,-0.1405095756053924,-0.3135459423065185,-0.1111529171466827,0.2576415240764618,0.2538015246391296,0.3982480466365814,0.190300166606903,0.2184317708015442,0.434805154800415,-0.16252534240484234,0.132762477833652,-0.16252534240484234,0.132762477833652
16,-0.0560675300657749,-0.2806180119514465,-0.3610343635082245,-0.0778745263814926,-0.3014241755008697,-0.0999440103769302,0.2911470830440521,0.25894495844841,0.4707162976264953,0.1656186133623123,0.1691854447126388,0.4222063422203064,-0.21540372148156167,0.13889115116525377,-0.21540372148156167,0.13889115116525377
17,-0.0105059221386909,-0.2138879001140594,-0.2489340603351593,-0.095012292265892,-0.4747783243656158,-0.1050078272819519,0.1878435760736465,0.3543332517147064,0.4641514420509338,0.3664059042930603,0.3761263787746429,0.4941605925559997,-0.20862369984388346,0.17652841619440626,-0.20862369984388346,0.17652841619440626
18,0.0766635984182357,-0.2788425087928772,-0.1039310097694397,-0.0930391401052475,-0.2832524478435516,-0.1631909310817718,0.2480727434158325,0.2406180799007415,0.4673677086830139,0.2299385964870453,0.1614267230033874,0.3074003458023071,-0.13648030161857605,0.15015489833454818,-0.13648030161857605,0.15015489833454818
19,0.2669732570648193,-0.1978906989097595,-0.1116047650575637,-0.1210919320583343,-0.2278220951557159,-0.0639500766992569,0.2440193742513656,0.2002770155668258,0.4230101704597473,0.2583062052726745,0.3792730867862701,0.4606743454933166,-0.07828724682331081,0.19925659980364233,-0.07828724682331081,0.19925659980364233
20,0.2184323072433471,-0.1566213816404342,-0.1278745532035827,-0.1265219748020172,-0.2032078206539154,-0.1161397844552993,0.2619641423225403,0.4252912700176239,0.4201500415802002,0.2315652072429657,0.3507653474807739,0.4016716480255127,-0.07915868461132049,0.16923768280688112,-0.07915868461132049,0.16923768280688112
21,0.0198222231119871,-0.3118919432163238,-0.2180741429328918,-0.0860544443130493,-0.2166473567485809,-0.0469131059944629,0.3854256570339203,0.1494428217411041,0.4559137225151062,0.3265544176101684,0.2994228303432464,0.3852004706859588,-0.16256913281977176,0.12983033777933312,-0.16256913281977176,0.12983033777933312
22,-0.1234181821346283,-0.014786310493946,-0.132309004664421,-0.1340011656284332,-0.3252399563789367,-0.0876160711050033,0.2272460311651229,0.1859689801931381,0.4169893562793731,0.3686015903949737,0.4239216446876526,0.3810734748840332,-0.14595092386007305,0.11201041928302552,-0.14595092386007305,0.11201041928302552
23,0.0630419999361038,-0.2343311309814453,-0.182072639465332,-0.1279607415199279,-0.0830397754907608,0.0382620170712471,0.4182365834712982,0.2275700271129608,0.4255160987377167,0.3506629467010498,0.3213406503200531,0.3688617050647735,-0.11287245750427244,0.1135830270259124,-0.11287245750427244,0.1135830270259124
24,0.0451794266700744,-0.4585005342960357,-0.0950560569763183,-0.1301255822181701,-0.0585914514958858,-0.0520883835852146,0.317739725112915,0.3117558360099792,0.4006170630455017,0.2939383089542389,0.3819603025913238,0.3326293528079986,-0.13941883966326712,0.1900507403186222,-0.13941883966326712,0.1900507403186222
25,-0.0298998020589351,-0.0906692892313003,-0.1661286205053329,-0.1289302557706833,-0.2041769027709961,-0.1015107035636901,0.5134878158569336,0.2956134974956512,0.3990113139152527,0.2837141454219818,0.3028598725795746,0.2566702961921692,-0.12396097406744952,0.06744115906361212,-0.12396097406744952,0.06744115906361212
26,0.0836166590452194,-0.1156126409769058,-0.2278211414813995,-0.1254460215568542,-0.3343397974967956,-0.0824055671691894,0.4283385574817657,0.2221846580505371,0.4038304686546325,0.2737534046173095,0.3502843976020813,0.3204177320003509,-0.14392058849334716,0.15509241316285544,-0.14392058849334716,0.15509241316285544
27,0.0816789418458938,-0.4821671545505523,-0.121549367904663,-0.1319028735160827,-0.2506851851940155,-0.0316891409456729,0.2826567590236664,0.4221115410327911,0.4101492762565613,0.3396053314208984,0.2809438109397888,0.5273494124412537,-0.18092512786388393,0.2064599137612481,-0.18092512786388393,0.2064599137612481
