,00_v,01_v,02_v,10_v,11_v,12_v,00_a,01_a,02_a,10_a,11_a,12_a,v_mean,a_mean,v_std,a_std
103,-0.120999813,-0.345663428,-0.156462014,-0.03426249,-0.048567262,-0.166831508,0.391778439,0.297382861,0.415101856,0.214463413,0.206969023,0.424127579,-0.145464419,0.324970529,0.112259154,0.099313978
104,-0.106504664,-0.29255414,-0.151267275,-0.081849366,-0.058510784,-0.161891386,0.380836755,0.232150778,0.38557747,0.267371804,0.204941973,0.336123705,-0.142096269,0.301167081,0.083661831,0.077277395
105,-0.119850963,-0.266297042,-0.147648051,-0.034010332,-0.052542578,-0.170553878,0.389990866,0.290912569,0.274368525,0.226568386,0.262106746,0.371098757,-0.131817141,0.302507642,0.08465201,0.064316894
106,-0.127662286,-0.261327863,-0.22305122,-0.077903077,-0.090572059,-0.295306265,0.410389334,0.199832335,0.27099672,0.350665301,0.212937832,0.341883332,-0.179303795,0.297784142,0.092650559,0.083584812
107,-0.117593721,-0.306004703,-0.130422831,-0.093652591,0.092937633,-0.169050038,0.438821256,0.246907577,0.279338479,0.272781551,0.361868143,0.417868584,-0.120631042,0.336264265,0.128959151,0.081348605
108,-0.131816015,-0.208311647,-0.115583465,-0.136901677,-0.07094647,-0.31003958,0.439826488,0.564091444,0.29260239,0.30143559,0.164494917,0.39430812,-0.162266476,0.359459825,0.08490736,0.138127005
109,-0.129908338,-0.211490542,-0.143289596,-0.0914381,0.068076566,-0.249105841,0.44536528,0.426378369,0.412896603,0.258373469,0.347741187,0.346354097,-0.126192642,0.372851501,0.111029637,0.069519557
110,-0.132212207,-0.063158065,-0.207128167,-0.122121841,-0.11847195,-0.183973163,0.44553563,0.399558902,0.277261972,0.323521733,0.007520884,0.374747485,-0.137844232,0.304691101,0.051303731,0.156947167
111,-0.137922212,-0.197430834,-0.217909187,-0.102717027,-0.050010588,-0.207857639,0.42148,0.488169163,0.406578362,0.336920887,-0.007407218,0.407557189,-0.152307915,0.342216397,0.06716595,0.177910947
112,-0.131911263,-0.114148021,-0.165873542,-0.047401424,-0.148153797,-0.29021588,0.425322384,0.433695555,0.372352779,0.25471735,0.207990557,0.233334184,-0.149617321,0.321235468,0.080067505,0.101064378
113,-0.132214218,-0.455665976,-0.235977262,-0.124631718,-0.063247174,-0.398217976,0.440971076,0.447686911,0.544980168,0.194726884,0.232467905,0.416038185,-0.234992387,0.379478522,0.159737061,0.136313177
114,-0.138179362,-0.049861331,-0.219254643,-0.126462549,-0.113739014,-0.180633545,0.42507863,0.268839478,0.314217091,0.299943507,0.210051507,0.402675211,-0.138021741,0.320134237,0.058155135,0.081263
115,-0.130286708,-0.384277821,-0.200860038,-0.074602202,-0.010904294,-0.344872653,0.430141091,0.190831989,0.304104805,0.172541857,0.131231636,0.357938468,-0.190967286,0.264464974,0.148861908,0.117796421
116,-0.141699404,-0.528218389,-0.227269351,-0.133693799,0.03523878,-0.435347229,0.421489418,0.430720776,0.287866533,0.302792549,0.251478881,0.456164241,-0.238498232,0.358418733,0.20885369,0.087484511
117,-0.145353943,-0.26602897,-0.146179423,-0.082784146,0.009815827,-0.367364794,0.409880161,0.227061152,0.229272842,0.273940921,0.058658689,0.384508342,-0.166315908,0.263887018,0.133572583,0.126994122
118,-0.130943239,-0.406131059,-0.198963374,-0.035155762,-0.067048147,-0.366835207,0.413198858,0.226608291,0.315678149,0.297525972,0.160559162,0.391943812,-0.200846131,0.300919041,0.154880233,0.096275224
119,-0.123226121,-0.118219733,-0.295259863,-0.097206518,-0.035857227,-0.390457928,0.41631183,0.208280474,0.32003057,0.289999545,0.145167381,0.410296917,-0.176704565,0.298347786,0.135782319,0.108225983
120,-0.127103403,-0.110986188,-0.236657947,-0.060222264,-0.047901157,-0.235268205,0.415497005,0.2844491,0.31624046,0.377718091,0.205095619,0.402231365,-0.136356527,0.333538607,0.082696974,0.080739467
121,-0.128718615,-0.096930742,-0.161820352,-0.067735836,-0.028438214,-0.026529159,0.395212322,0.209378019,0.263324142,0.358010888,0.276203841,0.217418492,-0.08502882,0.286591284,0.054536497,0.07522674
122,-0.127179921,-0.262862802,-0.108824521,-0.080847576,-0.023071203,-0.243769884,0.388607591,0.276740909,0.378819585,0.320411056,0.265244514,0.264488846,-0.141092651,0.31571875,0.093982883,0.056582577
123,-0.132273287,-0.24837479,-0.113223419,-0.024842557,0.064243034,-0.121265918,0.411130339,0.251911998,0.390684903,0.262230396,0.260801136,0.361408979,-0.095956156,0.323027959,0.106028337,0.072716704
124,-0.149859667,-0.457334101,-0.28591156,-0.011906672,-0.039304253,-0.177953362,0.409108013,0.377110839,0.35512647,0.275020719,0.323536932,0.370256573,-0.187044936,0.351693258,0.16540675,0.046840897
125,-0.132369712,-0.18113254,-0.375699341,-0.093290657,-0.108758956,-0.215043485,0.348856926,0.321140051,0.379319072,0.164067745,0.424051166,0.345622271,-0.184382449,0.330509539,0.104187107,0.088868539
126,-0.138420358,-0.198916763,-0.407435656,-0.039457496,-0.06144676,-0.111942932,0.394574612,0.201100051,0.405804247,0.036399126,0.393584967,0.399698764,-0.159603328,0.305193628,0.133982367,0.153584936
127,-0.125804767,-0.412217617,-0.419811487,-0.03071722,-0.052239146,-0.120178014,0.404013753,0.255677521,0.365850657,0.205898657,0.277240276,0.234278306,-0.193494709,0.290493195,0.176332587,0.077807178
128,-0.125370786,-0.418704718,-0.445687205,-0.155719727,-0.056298431,-0.309444129,0.398558766,0.323522329,0.380108267,0.3655155,0.217871115,0.355935991,-0.251870833,0.340251995,0.162609272,0.065006763
129,-0.122821689,-0.159495115,-0.353939176,-0.061334852,-0.005344864,-0.286235541,0.396935225,0.103343606,0.394059122,0.272098303,0.149828553,0.454152137,-0.164861873,0.295069491,0.132997363,0.144127918
130,-0.124487236,-0.065772668,-0.212128133,0.087416478,-0.050027344,-0.285710067,0.39460206,0.297901005,0.288519472,0.329524487,0.231020123,0.62922734,-0.108451495,0.361799081,0.131168379,0.141556745
131,-0.136479437,-0.249221414,-0.229869574,0.009031564,-0.066741765,-0.218323052,0.419754177,0.353330642,0.253584206,0.245418862,0.221014529,0.62426126,-0.148600613,0.352893946,0.103233817,0.152915793
