,00_v,01_v,02_v,10_v,11_v,12_v,00_a,01_a,02_a,10_a,11_a,12_a,v_mean,a_mean,v_std,a_std
800,-0.109407097,-0.043886025,-0.15669775,-0.00613926,-0.006795168,-0.08181794,0.396330416,0.204554096,0.330086619,0.277803361,0.195737004,0.164452985,-0.067457207,0.26149408,0.059875325,0.08959341
801,-0.116692469,-0.056863692,-0.2241458,0.006704062,0.102347955,0.035394989,0.389727831,0.204666972,0.31901741,0.287388563,0.195803612,0.154776096,-0.042209159,0.258563414,0.116769111,0.0886624
802,-0.133067504,-0.142540067,-0.179991275,0.018822793,0.033181161,-0.057754312,0.408809423,0.449602187,0.35849154,0.29736197,0.315505832,0.278738558,-0.076891534,0.351418252,0.089149863,0.067049212
803,-0.145052299,-0.144697353,-0.181327492,-0.102039739,0.033441119,0.018074378,0.383567125,0.611962199,0.288795918,0.19717595,0.301204622,0.315939516,-0.086933564,0.349774222,0.090961074,0.141698889
804,-0.12086235,-0.207670495,-0.258117944,-0.132990271,0.004581999,0.074163944,0.391940117,0.301793844,0.375165612,0.257055223,0.285488427,0.313352734,-0.106815853,0.320799326,0.125785177,0.052428114
805,-0.11590521,-0.094865412,-0.247545838,-0.041234706,0.001734488,0.011304364,0.410397291,0.152175441,0.329455823,0.417803556,0.398790389,0.210723862,-0.081085386,0.31989106,0.096015067,0.113261493
806,-0.12480326,-0.107330814,-0.203112617,-0.109613463,-0.007548887,-0.034058396,0.401516259,0.139364123,0.351967484,0.518443763,0.386438608,0.260374367,-0.097744573,0.343017434,0.069654224,0.129974273
807,-0.124811769,-0.105383828,-0.386891127,0.006608248,0.031412829,-0.087625414,0.402541786,0.158757746,0.424509704,0.418616474,0.498415053,0.237549543,-0.111115177,0.356731718,0.148995051,0.129610488
808,-0.124540925,-0.262946337,-0.27651456,0.013309518,-0.045736011,-0.179712042,0.410099328,0.32811439,0.261810035,0.42163825,0.536706328,0.268268555,-0.146023393,0.371106148,0.11639577,0.105704194
809,-0.136487752,-0.164854437,-0.24448061,-0.026963819,-0.030273166,-0.331265539,0.401246428,0.32802394,0.288629413,0.465708524,0.486969411,0.472676784,-0.155720887,0.407209083,0.119551714,0.082990232
810,-0.124939293,-0.278490752,-0.397471935,-0.016057741,-0.215036362,-0.025726523,0.391487122,0.300380498,0.51111269,0.442991525,0.462155879,0.282766283,-0.176287101,0.398482333,0.149564939,0.091415637
811,-0.166474894,-0.336387932,-0.309333801,-0.03318515,-0.036961425,-0.249860168,0.379903644,0.207124606,0.322031289,0.479721367,0.417631239,0.415366024,-0.188700562,0.370296362,0.132520356,0.09517619
812,-0.125979275,-0.445149332,-0.275706023,-0.078386381,0.004179802,-0.020406272,0.426770657,0.325499266,0.444152176,0.41761288,0.414779991,0.26451993,-0.156907914,0.382222483,0.172568982,0.070998187
813,-0.133019522,-0.353624523,-0.209885418,-0.069236621,-0.067902163,0.050555073,0.397495538,0.308459401,0.312489599,0.360096037,0.422726363,0.240749016,-0.130518862,0.340335992,0.138957241,0.066565683
814,-0.160255134,-0.226034105,-0.213460654,-0.055142779,-0.01335277,-0.005422711,0.41294688,0.323605239,0.217327043,0.274825841,0.409344554,0.258206129,-0.112278026,0.316042614,0.099948861,0.081168377
815,-0.109543398,-0.347578317,-0.306296617,-0.088490292,0.015618997,-0.112203225,0.464768618,0.435318083,0.379315555,0.233966649,0.424358368,0.373033434,-0.158082142,0.385126785,0.139536609,0.08176859
816,-0.131702229,-0.427019805,-0.146809876,-0.078276753,-0.080708683,-0.03768174,0.446273535,0.28884986,0.397895396,0.202267244,0.293052375,0.275678694,-0.150366514,0.317336184,0.141170148,0.088872953
817,-0.116874188,-0.338424236,-0.205432206,0.05717802,-0.038814735,-0.066695675,0.40942347,0.371267229,0.324429989,0.44085139,0.149687812,0.396279037,-0.11817717,0.348656488,0.138435611,0.10502108
818,-0.117417231,-0.363144159,-0.163171783,0.010867476,-0.054974783,-0.193787456,0.418337584,0.284616232,0.346371531,0.234442502,0.109482527,0.371350497,-0.146937989,0.294100146,0.129178007,0.111236235
819,-0.111274898,-0.408917814,-0.191709772,-0.052688908,-0.084817484,-0.141136199,0.415255934,0.312121302,0.251045644,0.212526917,0.194950059,0.411120832,-0.165090846,0.299503448,0.128614266,0.096809892
820,-0.106974676,-0.380020261,-0.241253614,-0.105185434,-0.016822021,-0.104728445,0.417831749,0.314053118,0.304738879,0.348850697,0.190607414,0.330127478,-0.159164075,0.317701556,0.129906176,0.074141744
821,-0.125427097,-0.164741889,-0.280125529,-0.031344239,0.06238094,-0.256317079,0.428303957,0.327897906,0.335990906,0.308184892,0.117461711,0.405047685,-0.132595816,0.320481176,0.131472084,0.109946267
822,-0.116571784,-0.151530072,-0.195136353,-0.154429138,0.071489558,-0.194610223,0.448461831,0.315389097,0.26563251,0.197616711,0.226839751,0.333181858,-0.123464669,0.297853626,0.099999648,0.089852121
823,-0.135849044,-0.269671172,-0.276396483,0.008296229,-0.01896343,-0.080134809,0.399359018,0.34881404,0.325682282,0.226918876,0.188202024,0.339906037,-0.128786452,0.304813713,0.122398403,0.080259209
824,-0.147257537,-0.159576386,-0.288794637,-0.041156877,-0.004849475,-0.319908112,0.410082698,0.199107304,0.334056616,0.249173358,0.167815387,0.250949442,-0.160257171,0.268530801,0.126898534,0.089417675
825,-0.121430829,-0.215590447,-0.30504787,-0.039904442,-0.034295853,-0.31058386,0.428133368,0.258448869,0.316471428,0.34737733,0.196201414,0.370121926,-0.171142217,0.319459056,0.124717155,0.082558922
826,-0.1386628,-0.134773389,-0.24570933,0.002392136,0.020352015,-0.345085531,0.418183208,0.247935459,0.312319934,0.411888778,0.188695356,0.264365613,-0.140247817,0.307231391,0.140891138,0.09240524
827,-0.128429666,-0.164364681,-0.22531271,0.044741247,-0.014712591,-0.288391143,0.445821464,0.258514106,0.293072104,0.39213258,0.230552614,0.275453627,-0.129411591,0.315924416,0.125840595,0.084172832
828,-0.140514672,-0.431618869,-0.251648813,0.029349122,-0.047289584,-0.108802468,0.412489414,0.326791853,0.272942215,0.445792764,0.288229764,0.326083243,-0.158420881,0.345388209,0.163535284,0.069018349
829,-0.145964056,-0.465931207,-0.173426181,0.01122696,-0.072775632,-0.072272092,0.416072667,0.364319146,0.337620944,0.425185084,0.222489893,0.39513883,-0.153190368,0.360137761,0.166322515,0.074908437
830,-0.150081873,-0.246263534,-0.205616489,-0.094783783,-0.115636855,-0.114472494,0.405449301,0.250979751,0.29076308,0.324900806,0.204654977,0.286156744,-0.154475838,0.293817443,0.059550869,0.068236172
831,-0.142923579,-0.198232844,-0.245323062,-0.115622208,-0.074583188,0.07301192,0.417129159,0.269009113,0.287083656,0.247140199,0.289858818,0.352227002,-0.117278827,0.310407991,0.111034015,0.062962229
832,-0.129002482,-0.065266207,-0.197137818,-0.121238559,-0.040396992,-0.095650703,0.410939246,0.133700103,0.301967174,0.37612471,0.295516402,0.39000687,-0.10811546,0.318042418,0.054973963,0.101911903
833,-0.129107043,-0.06918256,-0.13867259,-0.173495471,-0.078675166,-0.138937071,0.412412435,0.113322407,0.296991676,0.135854676,0.259496689,0.328618824,-0.121344984,0.257782785,0.039827835,0.115068338
834,-0.131286383,-0.208756745,-0.21918273,0.091729321,-0.079488143,-0.218929917,0.428372383,0.140161365,0.347654581,0.270978481,0.234188408,0.405687034,-0.127652433,0.304507042,0.12144846,0.110018271
835,-0.138973102,-0.286620259,-0.22881937,0.058156401,0.052940451,-0.248810291,0.440183014,0.167170182,0.334229261,0.356789082,0.298029661,0.398041546,-0.132021028,0.332407124,0.153190801,0.094875051
836,-0.144793123,-0.401504099,-0.23876664,0.037416957,-0.053010877,-0.104345933,0.460645199,0.362272292,0.33977738,0.256316006,0.223754227,0.328214347,-0.150833953,0.328496575,0.153475123,0.083561221
837,-0.140150174,-0.365992129,-0.195694178,-0.023973998,0.005994439,-0.141601205,0.401356339,0.373315215,0.32292074,0.297098637,0.22749418,0.363894492,-0.143569541,0.331013267,0.133324289,0.062850092
838,-0.122440234,-0.235538691,-0.34632054,-0.039124694,0.01061267,-0.27768901,0.444055259,0.420595139,0.437401354,0.458359957,0.236335084,0.28679952,-0.16841675,0.380591052,0.140696375,0.094350497
839,-0.130359247,-0.323851347,-0.246887624,-0.003020067,0.015637361,-0.011455815,0.414549619,0.236016646,0.299097151,0.279145241,0.21335572,0.273269892,-0.116656123,0.285905712,0.142519966,0.070258177
840,-0.122801274,-0.282602161,-0.19645901,-0.146305233,-0.094988093,-0.06530261,0.451454252,0.244368851,0.304791808,0.371327877,0.356558323,0.272562534,-0.15140973,0.333510608,0.078336745,0.075309676
841,-0.131172493,-0.09029147,-0.200047567,-0.001884736,-0.128870219,-0.261633635,0.420509875,0.151514202,0.259509176,0.395296186,0.294490725,0.32634753,-0.13565002,0.307944616,0.089482376,0.097608785
842,-0.126310796,-0.293736428,-0.208842695,-0.078951254,-0.061746921,0.015675336,0.41784963,0.284761965,0.263367593,0.348048449,0.230954856,0.242715389,-0.125652126,0.297949647,0.110825751,0.071825977
843,-0.128499463,-0.299292564,-0.214415491,-0.078232199,-0.047412302,-0.031797025,0.403273791,0.26780057,0.327355087,0.319383562,0.12958312,0.262272537,-0.133274841,0.284944778,0.104755247,0.091576873
844,-0.157104179,-0.300565988,-0.1616835,-0.068830252,-0.055550542,-0.14913927,0.411939979,0.194721252,0.301690489,0.354829103,0.284877181,0.255463123,-0.148812289,0.300586855,0.08758835,0.075938697
845,-0.13150771,-0.215270251,-0.126651451,-0.032121312,-0.102289766,-0.100584716,0.415350378,0.20787333,0.278847218,0.478400171,0.170694053,0.413304687,-0.118070868,0.32741164,0.059403754,0.125790847
846,-0.138322785,-0.292721599,-0.222783595,-0.002501011,-0.064097404,-0.093700886,0.405291557,0.228201225,0.278167725,0.37103653,0.21802251,0.488158703,-0.13568788,0.331479708,0.106657434,0.107649791
847,-0.149199873,-0.325008959,-0.351137608,0.043132439,-0.070204228,-0.147634506,0.386400163,0.414154917,0.408015817,0.440793157,0.208155662,0.337016433,-0.166675456,0.365756025,0.150392678,0.084674592
848,-0.161859244,-0.132659599,-0.111335173,0.033323519,-0.088134557,-0.182380229,0.359508336,0.185360923,0.227118745,0.412046432,0.227754965,0.264589757,-0.107174214,0.279396526,0.076701157,0.087721892
849,-0.147298381,-0.187066749,-0.213544995,-0.058545921,-0.076441348,-0.234390587,0.394385904,0.217428848,0.336429805,0.415277392,0.270668656,0.316637874,-0.15288133,0.32513808,0.072478813,0.074415469
850,-0.153571382,-0.210510373,-0.190778151,-0.101062194,-0.037318911,-0.180894718,0.34242484,0.198731363,0.401901543,0.386268944,0.212384447,0.337251723,-0.145689288,0.313160477,0.06522583,0.087070599
851,-0.16691339,-0.232512563,-0.170419782,-0.087105319,-0.044152413,-0.012336586,0.352218717,0.30090791,0.272232682,0.324784487,0.257227182,0.296463549,-0.118906676,0.300639088,0.084641896,0.034503575
852,-0.132204354,-0.316458642,-0.233004659,-0.058556762,-0.087674648,-0.002331119,0.382985353,0.381101757,0.346146613,0.433203101,0.31102854,0.204552814,-0.138371697,0.343169696,0.11675277,0.079229663
853,-0.139452532,-0.243934244,-0.309265345,-0.128151312,-0.117690951,0.049546301,0.382726699,0.339315623,0.303401411,0.213996232,0.273779035,0.337371945,-0.148158014,0.308431824,0.122979632,0.059085142
854,-0.159005702,0.388310164,-0.199056283,-0.116684824,-0.123602152,-0.21617499,0.386017799,0.004935831,0.260703564,0.279996574,0.269281,0.235681921,-0.071035631,0.239436115,0.228490307,0.12607842
855,-0.122266993,0.14039515,-0.189588621,-0.086489171,-0.045086343,-0.263597012,0.389436603,0.087444365,0.456093341,0.27914238,0.209609687,0.239350036,-0.094438832,0.276846069,0.138627734,0.131613962
856,-0.144304439,0.019198248,-0.144464761,-0.113538235,-0.042409893,-0.180243388,0.393744141,0.0212093,0.399929047,0.282816291,0.289323956,0.307670891,-0.100960411,0.282448938,0.0749421,0.137925991
857,-0.129459724,-0.431945801,-0.157347441,-0.125730842,-0.113309413,-0.247205377,0.378363192,0.356391042,0.314976186,0.266118646,0.327019185,0.226131037,-0.2008331,0.311499881,0.123166046,0.056720628
858,-0.141604573,-0.293948263,-0.187041953,-0.086192444,-0.125680611,-0.273883998,0.36286214,0.318227082,0.359386414,0.315619826,0.202811152,0.290552437,-0.184725307,0.308243175,0.083592694,0.058620524
859,-0.132841468,-0.233164787,-0.149003059,-0.080741704,-0.077031612,-0.18172124,0.388190478,0.339473009,0.328199804,0.315622389,0.150144041,0.303903103,-0.142417312,0.304255471,0.059990236,0.080917681
860,-0.138023049,-0.396912456,-0.146591529,-0.08197476,-0.110801548,-0.163050085,0.382347733,0.422545284,0.318508685,0.320412934,0.209980905,0.326060295,-0.172892238,0.329975973,0.113411424,0.072040236
861,-0.135295212,-0.48852101,-0.10682635,-0.122387916,-0.102141619,-0.140749186,0.377122611,0.322417855,0.365013152,0.274198472,0.150847793,0.256596148,-0.182653549,0.291032672,0.150610473,0.083654867
862,-0.127701715,-0.322403014,-0.27501601,-0.097377509,-0.124170482,-0.067537457,0.369241208,0.368485332,0.426250935,0.29121232,0.162169814,0.266487837,-0.169034365,0.313974574,0.103837888,0.094286373
863,-0.136688128,-0.174380243,-0.187617034,-0.10406366,-0.071579516,-0.13141346,0.36092186,0.189616963,0.319468021,0.302537739,0.165073186,0.297907889,-0.13429034,0.27258761,0.043153823,0.077436838
864,-0.131259009,-0.430068254,-0.200727209,-0.095543474,-0.113371506,-0.264169902,0.373968273,0.331336558,0.328143895,0.301923633,0.184544936,0.265724599,-0.205856559,0.297606982,0.126479166,0.065908088
865,-0.134737566,-0.115868837,-0.234430969,-0.117455095,-0.127417207,-0.11454539,0.375481457,0.212385401,0.293158561,0.26639241,0.142836496,0.304344177,-0.140742511,0.265766417,0.046558442,0.080296517
866,-0.143070355,-0.38447699,-0.182125032,-0.097487599,-0.121836618,-0.121338129,0.349592388,0.348150522,0.351626575,0.298899055,0.121820867,0.228256702,-0.175055787,0.283057685,0.106456538,0.09232231
867,-0.140726104,-0.113361567,-0.146190569,-0.093936011,-0.094344661,-0.126490772,0.365063131,0.148012087,0.379349321,0.29900524,0.115243763,0.340857595,-0.119174947,0.274588523,0.022517371,0.114508159
868,-0.122949392,-0.094089314,-0.110419825,-0.133112505,-0.100946292,-0.344106972,0.39061138,0.256124318,0.37945959,0.270859033,0.134589389,0.33160463,-0.150937383,0.293874723,0.09569538,0.095323585
869,-0.133307904,-0.180004418,-0.211945027,-0.134105682,-0.077122316,-0.150287822,0.379396677,0.295231014,0.302167058,0.290940523,0.186990559,0.31463179,-0.147795528,0.294892937,0.045936453,0.062035597
870,-0.142337486,-0.508892596,-0.1730932,-0.09217298,-0.071151376,-0.451909095,0.389442801,0.358785301,0.290361375,0.275745392,0.213618308,0.364344716,-0.239926122,0.315382982,0.190570634,0.066811882
871,-0.138419449,-0.404121548,-0.298336685,-0.132016152,-0.092955947,-0.407565832,0.387513727,0.452725202,0.348606318,0.312406927,0.253074825,0.372096777,-0.245569269,0.354403963,0.142711129,0.06803134
872,-0.130921319,-0.368036568,-0.287825525,-0.134684086,-0.081183881,-0.268699497,0.381944418,0.509306252,0.301852345,0.295629472,0.151557356,0.358409256,-0.211891813,0.333116517,0.112228378,0.117824586
873,-0.125069842,-0.512532175,-0.300252646,-0.154514581,-0.036526579,-0.321262866,0.389367431,0.263457239,0.281462461,0.275792003,0.151294425,0.243425608,-0.241693115,0.267466528,0.171119112,0.076439555
874,-0.13528356,-0.501532912,-0.084197715,-0.154749274,-0.062555924,-0.317528754,0.394567281,0.478597581,0.300626576,0.275537342,0.209335938,0.351007313,-0.209308023,0.334945339,0.16896873,0.094798248
875,-0.133438408,-0.57515204,-0.112945318,-0.156931594,-0.056545135,-0.297736913,0.392913431,0.410825342,0.285801589,0.274360299,0.205677569,0.338968605,-0.222124901,0.318091139,0.190681745,0.077750484
876,-0.114646539,-0.280051738,-0.228859007,-0.153723359,-0.088885322,-0.323603541,0.396288902,0.347585857,0.381161422,0.280935019,0.17625773,0.217903629,-0.198294918,0.300022093,0.094100719,0.090042853
877,-0.131146714,-0.392366827,-0.241859943,-0.104855597,-0.108129248,-0.378655851,0.366413385,0.27634567,0.345536411,0.250266075,0.167066365,0.473473728,-0.22616903,0.313183606,0.133266442,0.106055583
878,-0.121420607,-0.611892223,-0.218294591,-0.110080674,-0.055571239,-0.298044413,0.366125733,0.313041925,0.34977597,0.255736291,0.171338573,0.468402952,-0.235883958,0.320736907,0.203468192,0.101304322
879,-0.108135104,-0.543201447,-0.192496717,-0.140505016,-0.025209207,-0.214753211,0.382132739,0.380574167,0.328485966,0.289652348,0.207963541,0.418847352,-0.204050117,0.334609352,0.179161046,0.07689612
880,-0.142730117,-0.40213421,-0.246533722,-0.150953293,-0.038705494,-0.111344844,0.394175529,0.231534883,0.273761868,0.206048906,0.20360744,0.375256449,-0.182066947,0.280730846,0.127007979,0.08461561
881,-0.145702511,-0.48382929,-0.314269215,0.119243637,-0.062110905,-0.251481175,0.378412277,0.362653583,0.300413936,0.510388255,0.178420171,0.448520571,-0.189691577,0.363134799,0.209526785,0.115983916
882,-0.125939921,-0.277153432,-0.254072815,-0.136100799,-0.056745749,0.000575218,0.420158029,0.285127699,0.255611956,0.267698377,0.261489511,0.399655282,-0.141572916,0.314956809,0.10836455,0.074491378
883,-0.130315393,-0.281059057,-0.228990614,0.014469642,-0.034823384,-0.143288493,0.406226069,0.276523322,0.272577345,0.340967208,0.265970141,0.408563375,-0.134001217,0.328471243,0.111918427,0.066851797
884,-0.135975629,-0.308515906,-0.2601161,-0.103689909,-0.093285814,-0.146639049,0.386605531,0.266286671,0.264604568,0.091909498,0.185603499,0.44620648,-0.174703735,0.273536041,0.08849893,0.129191678
885,-0.117239937,-0.523805916,-0.192061141,-0.192257881,-0.128966063,-0.276201636,0.421649218,0.290478528,0.3221367,0.254333973,0.134405658,0.542779326,-0.238422096,0.327630567,0.15087573,0.140888046
886,-0.146105886,-0.30520761,-0.212054312,-0.012193102,-0.065299228,-0.214303881,0.351719797,0.268493414,0.337894291,0.317347437,0.128132433,0.453142643,-0.159194003,0.309455003,0.107469137,0.107572543
887,-0.162001163,-0.31295386,-0.148689419,-0.032111038,-0.044603262,-0.331564486,0.30830577,0.351736873,0.344089657,0.224885866,0.036011189,0.528347254,-0.171987205,0.298896102,0.127883561,0.162577348
888,-0.162016809,-0.464654893,-0.16657266,-0.00349329,-0.147308096,-0.258973598,0.312898874,0.407894433,0.321230769,0.285256714,0.193736464,0.536412477,-0.200503224,0.342904955,0.153277534,0.117143917
889,-0.146512285,-0.528428197,-0.17936565,-0.135402799,-0.095638916,-0.274490774,0.325406879,0.426775753,0.38289386,0.224107817,0.180716991,0.594731629,-0.22663977,0.355772155,0.159691351,0.149519622
890,-0.157365367,-0.501966,-0.406167984,-0.010067679,-0.073313206,-0.091843531,0.329286873,0.494408965,0.418059409,0.213322997,0.174044445,0.564396858,-0.206787295,0.365586591,0.199525268,0.154960891
891,-0.133063078,-0.44150877,-0.41082868,0.007210176,-0.101893589,0.017998936,0.387204051,0.440274,0.381534308,0.524190962,0.178719014,0.524933219,-0.177014168,0.406142592,0.202074313,0.127982267
892,-0.149543792,-0.530169547,-0.419689476,-0.002879705,-0.11593622,-0.011447828,0.346815526,0.32326892,0.451375663,0.23988989,0.199053198,0.448769897,-0.204944428,0.334862182,0.219613111,0.10420313
893,-0.136822239,-0.555348873,-0.261567622,-0.112915054,-0.097237915,-0.066948086,0.389278769,0.321252435,0.269239157,0.161220551,0.194836453,0.369154423,-0.205139965,0.284163631,0.184251433,0.092698751
894,-0.148682877,-0.230329216,-0.258162886,-0.122793183,-0.091811568,-0.106703132,0.360691726,0.247860312,0.289797932,0.323958248,0.19530715,0.329633713,-0.159747144,0.29120818,0.06867956,0.060753742
895,-0.149196431,-0.185332268,-0.294598252,-0.014841095,-0.138300925,-0.190900415,0.371821195,0.265612304,0.28709954,0.455045432,0.183686256,0.511379838,-0.162194898,0.345774094,0.090931863,0.123438262
896,-0.142301381,-0.251297027,-0.314712733,-0.237010866,-0.143138424,-0.249573112,0.37308225,0.18511869,0.365002602,0.191034257,0.198418468,0.573001027,-0.223005591,0.314276216,0.067829964,0.153794089
897,-0.13523823,-0.189256549,-0.362738103,-0.092746288,-0.112711757,-0.324849546,0.406650305,0.213542357,0.394922674,0.339035869,0.090128869,0.418733478,-0.202923412,0.310502259,0.114413221,0.13180673
898,-0.135118946,-0.141641527,-0.308268189,-0.09363839,-0.063315436,-0.145913303,0.415288329,0.306991786,0.388429344,0.405928224,0.085239112,0.411133915,-0.147982632,0.335501785,0.084880218,0.129067073
899,-0.130425602,-0.291862667,-0.257219911,-0.097568661,-0.138860106,-0.015518095,0.41632539,0.268488586,0.329278886,0.338171929,0.167376369,0.375783652,-0.155242507,0.315904135,0.102759822,0.087924348
900,-0.13957043,-0.270184934,-0.242111921,-0.100093722,-0.136256471,0.050531678,0.361963242,0.321340621,0.3419981,0.277964979,0.15006265,0.374350011,-0.1396143,0.304613267,0.114265567,0.082976729
901,-0.130875796,-0.012125596,-0.236866593,-0.104547784,-0.093375459,-0.102111936,0.373568892,0.17174904,0.290869951,0.291901916,0.215665191,0.320132613,-0.113317194,0.277314601,0.072680989,0.072718011
902,-0.122514755,-0.240786195,-0.303190559,-0.129048273,-0.038346622,-0.272355527,0.388881236,0.202479973,0.260121256,0.258735508,0.168376103,0.368515015,-0.184373655,0.274518182,0.103200733,0.088120737
903,-0.12463139,-0.259774864,-0.173538327,-0.175611526,-0.081426069,-0.199679151,0.393561989,0.396017611,0.329480469,0.258767575,0.474192977,0.269423753,-0.169110221,0.353574062,0.061454518,0.083185885
904,-0.148257792,-0.130445614,-0.230881482,-0.160007626,-0.087983876,-0.238870293,0.37348488,0.266390979,0.254178882,0.286832392,0.104930788,0.387311161,-0.166074447,0.278854847,0.058687269,0.101779257
905,-0.137997255,-0.181368127,-0.260014266,-0.190439954,-0.125369057,-0.187551454,0.35078609,0.390993387,0.325037628,0.241720587,0.170878217,0.340755701,-0.180456686,0.303361935,0.047576656,0.081422408
906,-0.126406714,-0.323940009,-0.259362727,-0.091729835,-0.088718176,-0.252280205,0.357548356,0.283780634,0.344836086,0.222358793,0.222157121,0.321542084,-0.190406278,0.292037179,0.100586368,0.059592699
907,-0.122977927,-0.222704381,-0.13336806,-0.023618985,-0.115417957,-0.180059686,0.38572976,0.255416453,0.276577234,0.276022315,0.179371178,0.349471182,-0.133024499,0.28709802,0.067283577,0.072747211
908,-0.166771993,-0.243169904,-0.052363638,0,-0.127138004,-0.220204979,0.337248921,0.333221555,0.217115819,0,0.234284282,0.294440627,-0.13494142,0.236051867,0.094958554,0.125836578
909,-0.121381998,-0.229403287,-0.203696176,0,-0.095668837,-0.227991223,0.412022501,0.417311609,0.181156173,0,0.198317975,0.462031364,-0.14635692,0.27847327,0.091062644,0.181244534
910,-0.118457764,-0.187919199,-0.240453035,-0.205845997,-0.115222514,-0.155863017,0.376221657,0.251736432,0.386292666,0.239673302,0.185725272,0.258211821,-0.170626921,0.282976858,0.049848439,0.080363037
911,-0.153149292,-0.264458537,-0.317037314,-0.149429455,-0.075789407,0,0.369688958,0.245979071,0.324034691,0.288752794,0.234147966,0,-0.159977334,0.243767247,0.116980677,0.129493423
912,-0.161404431,-0.201541185,-0.258752376,-0.135269791,-0.075122312,-0.285466731,0.328904808,0.298851579,0.314199865,0.332726121,0.214801684,0.37117213,-0.186259471,0.310109365,0.078613003,0.052574655
913,-0.146477416,-0.170607388,-0.186639339,-0.153828129,-0.075376496,-0.26202172,0.352087915,0.192468926,0.281746626,0.242908418,0.204823479,0.413922429,-0.165825081,0.281326299,0.060678007,0.08696363
914,-0.141665444,-0.307390064,-0.234896183,-0.087639987,-0.072749019,-0.134940326,0.345076084,0.297752798,0.297045946,0.353904724,0.186201692,0.205727398,-0.163213504,0.28095144,0.090646741,0.070159307
915,-0.125802383,-0.317076772,-0.195564583,-0.084071547,-0.100483015,-0.208399951,0.355913579,0.22779569,0.313973248,0.40884766,0.2036414,0.340134382,-0.171899709,0.308384327,0.087072116,0.078558032
916,-0.103716269,-0.364551008,-0.20407258,-0.150841936,-0.127288938,-0.08780013,0.383979857,0.377346039,0.341457725,0.294810593,0.221655473,0.315841138,-0.173045144,0.322515138,0.102271224,0.060212818
917,-0.112420276,-0.426946908,-0.232982606,-0.09511435,-0.089408904,-0.076230347,0.377106965,0.35827598,0.254891723,0.294864118,0.158493891,0.243543565,-0.172183899,0.28119604,0.13723765,0.080613252
918,-0.117748469,-0.284531116,-0.291002631,-0.148458049,-0.068018377,-0.17792888,0.385217845,0.434411764,0.301977903,0.296001881,0.13275069,0.31234473,-0.181281254,0.310450802,0.090169629,0.102779287
919,-0.131749347,-0.120885193,-0.257150352,-0.110404223,-0.073894724,-0.129428461,0.350926936,0.414703548,0.32539022,0.329371154,0.144877255,0.303589404,-0.13725205,0.31147642,0.062401798,0.090048304
920,-0.125021636,-0.158349544,-0.276844501,-0.097395748,-0.072452843,-0.1357712,0.352556795,0.326505899,0.334875226,0.31017682,0.240925163,0.420862794,-0.144305912,0.330983783,0.071514828,0.058518905
921,-0.13815257,-0.29655984,-0.271959692,-0.143345401,-0.084644079,-0.22910437,0.381895214,0.641895533,0.312399834,0.271077275,0.214419946,0.456897438,-0.193960992,0.379764207,0.08422836,0.153854763
922,-0.140512198,-0.129291296,-0.21080339,-0.160158411,-0.083983451,-0.243309677,0.373607814,0.382646441,0.233706802,0.244034737,0.245308816,0.403419912,-0.161343071,0.31378742,0.05764027,0.080401106
923,-0.139345109,0.015177621,-0.233398587,-0.063742489,-0.166359127,-0.224527121,0.375065535,0.359089345,0.270840794,0.136972204,0.257689089,0.375628024,-0.135365802,0.295880832,0.096259867,0.093768558
924,-0.126918897,-0.379316598,-0.263958931,0,-0.14801386,-0.177434683,0.387860239,0.253164768,0.177489012,0,0.238752872,0.312421888,-0.182607162,0.228281463,0.128827576,0.132639455
925,-0.113853455,-0.226374,-0.245333731,0,-0.135674611,-0.271877199,0.374979824,0.302007586,0.299029648,0,0.34458515,0.41543445,-0.165518833,0.289339443,0.102315536,0.148497817
926,-0.127036616,-0.099789694,-0.080528751,-0.135346442,-0.115798473,-0.21820581,0.367713332,0.126277179,0.323255718,0.154997736,0.348280936,0.327784121,-0.129450964,0.27471817,0.047702354,0.105450633
927,-0.135443777,-0.218244225,-0.228972137,-0.144287124,-0.216442168,-0.207065076,0.3666282,0.254009843,0.327562243,0.276023686,0.327641606,0.369169354,-0.191742418,0.320172489,0.04087738,0.046895276
928,-0.1374816,-0.303150088,-0.192125902,-0.137114555,-0.177926362,-0.178023502,0.377964824,0.295138627,0.491313577,0.274197787,0.211297914,0.399287581,-0.187637002,0.341533385,0.06102167,0.100741984
929,-0.136053339,-0.205227315,-0.223559499,-0.14936389,-0.119941846,-0.183227077,0.360549837,0.311445892,0.254382163,0.254630417,0.302540958,0.424765259,-0.169562161,0.318052421,0.04090827,0.065656933
930,-0.138302043,-0.330524892,-0.229512662,-0.150454402,-0.12042512,-0.320750892,0.353834182,0.298628569,0.403055578,0.25911516,0.206278116,0.441640526,-0.214995002,0.327092022,0.093523246,0.089032563
931,-0.141595408,-0.107122988,-0.257271945,-0.086217687,-0.174480319,-0.171382815,0.355065912,0.163601324,0.435390532,0.348983586,0.261827707,0.314240128,-0.156345194,0.313184865,0.060497059,0.092718609
932,-0.136911035,-0.361317486,-0.175756186,-0.126036599,-0.108125016,-0.1731226,0.366709799,0.420013726,0.308306932,0.270321846,0.176683128,0.673324108,-0.180211487,0.36922659,0.092602151,0.170661833
