start_time,rppg_sync
0.04,0.008608728440368373
1.24,0.005873504720791014
2.44,0.0034215971589097033
3.64,0.0012413467315286258
4.84,-0.000678905584548032
6.04,-0.0023508188125160815
7.24,-0.0037860519755713393
8.44,-0.004996264096909616
9.64,-0.005993114199726729
10.84,-0.006788261307218489
12.04,-0.007393364442580704
13.24,-0.007820082629009205
14.44,-0.008080074889699789
15.64,-0.008185000247848268
16.84,-0.008146517726650471
18.04,-0.0079762863493022
19.24,-0.007685965138999273
20.44,-0.007287213118937503
21.64,-0.0067916893123127
22.84,-0.006211052742320675
24.04,-0.005556962432157258
25.24,-0.0048410774050182456
26.44,-0.004075056684099451
27.64,-0.0032705592925967066
28.84,-0.0024392442537058065
30.04,-0.0015927705906225633
31.24,-0.0007427973265428222
32.439,-0.0005405362807737613
33.64,-0.0008720588073378793
34.84,0.0008864124979370894
36.04,0.001646556066980503
37.24,0.0017461043877611453
38.44,0.0013517734173659696
39.64,-0.0007454179694015035
40.84,-0.0019934129063399228
42.04,-0.003002170130439823
43.24,-0.002682182066538209
44.44,0.0001599163759959494
45.64,0.00023087733895661353
46.84,0.0021770639756130685
48.04,0.0022420044446970063
49.24,0.002756968604355854
50.44,0.003526753990843166
51.64,0.0031286402234651073
52.84,0.0026464000439603724
54.04,-0.0001948912137361169
55.24,0.0012027561455964213
56.44,-0.0003069030118622763
57.64,-0.0003420652172898235
58.84,-0.0018243566844935483
60.04,-0.0012302745853551508
61.24,-0.001765052057799847
62.44,-0.002929647284237877
63.64,-0.0061933185090139575
64.84,-0.008044847998948423
66.04,-0.009051435649151566
67.24,-0.011618527806323945
68.44,-0.011977725188831941
69.64,-0.01171703782996882
70.84,-0.012544240370046934
72.04,-0.013075210843389752
73.24,-0.010896528975782067
74.44,-0.00866444871432671
75.64,-0.009908713418298052
76.84,-0.013527410297844624
78.04,-0.012951382322321289
79.24,-0.01194581436916795
80.44,-0.013338216251829625
81.64,-0.014156469362356105
82.84,-0.01211907186952034
84.04,-0.012860008429277049
85.24,-0.013449405778414282
86.44,-0.011696993622227323
87.64,-0.013487886540618879
88.84,-0.014509830501260864
90.04,-0.015785618499222914
91.24,-0.016444947653811777
92.44,-0.016346725656312615
93.64,-0.017508314069485616
94.84,-0.017223144536988366
96.04,-0.021909861788974798
97.24,-0.020090641507693102
98.44,-0.020305867164360763
99.64,-0.021370342517754083
100.84,-0.022047080404148118
102.04,-0.021454424334014822
103.24,-0.018261380136440755
104.44,-0.016647271102519054
105.64,-0.01547008419645328
106.84,-0.012924244279999723
108.04,-0.011895711092012345
109.24,-0.011928939224548718
110.44,-0.011830609663696222
111.64,-0.009763867186949144
112.84,-0.01035372241954273
114.04,-0.00985133285637016
115.24,-0.009929821847089099
116.44,-0.009272293840912594
117.64,-0.007454338276434687
118.84,-0.00919442126132807
120.04,-0.006159877636318186
121.24,-0.005232199654328522
122.44,-0.004025234647843777
123.64,0.0005177913051279649
124.84,0.0001529540623345484
126.04,0.00028636413144937124
127.24,-0.0004303347460680759
128.44,-0.0028413314869387175
129.64,-0.0033558854541791217
130.84,-0.0025975116876189135
132.04,-0.0014185463569285864
133.24,-0.002434395347947007
134.44,-0.0015043739363585103
135.64,-0.0015816162837773698
136.84,-0.003686363849785611
138.04,-0.00852101100398701
139.24,-0.009940014857476408
140.44,-0.00798620535985017
141.64,-0.00788673203211946
142.84,-0.00919194238408589
144.04,-0.007884109993135038
145.24,-0.007206292428316045
146.44,-0.009286518753073928
147.64,-0.009963000896134106
148.84,-0.01019486380134443
150.04,-0.012018181085822179
151.24,-0.012613365622438836
152.44,-0.013024659808580176
153.64,-0.011418346104578678
154.84,-0.011465850089116386
156.04,-0.011987627292512033
157.24,-0.011362264334609802
158.44,-0.012847083836042276
159.64,-0.011250533192412808
160.84,-0.009549196840646763
162.04,-0.011647639128855575
163.24,-0.007258378874166157
164.44,-0.005361009858815784
165.64,-0.0040979877441191725
166.84,-0.005449970201251036
168.04,-0.002254038349053367
169.24,-0.001308066286303618
170.44,-0.0019948845945783234
171.64,-0.002472776607694639
172.84,0.0009019083381201453
174.04,0.0013052285538404276
175.24,0.0009130984154506997
176.44,0.0004624943648974698
177.64,-6.223642404946071e-05
178.84,0.0025584759738356937
180.04,0.0018262953020610124
181.24,0.0014194707484217076
182.44,0.001594262033382511
183.64,-0.0004044082578515706
184.84,-0.003314938097231048
186.04,-0.0038002641456167997
187.24,-0.00926651688372123
188.44,-0.01004945618843109
189.64,-0.011782752067198261
190.84,-0.012394507214206582
192.04,-0.01159447059173916
193.24,-0.012620134515766811
194.44,-0.01277961582870853
195.64,-0.013893435743445245
196.84,-0.01579084879897198
198.04,-0.016240671605336588
199.24,-0.015154355868771766
200.44,-0.015790342558445043
201.64,-0.014980103786387982
202.84,-0.013288483661423522
204.04,-0.011998705320335984
205.24,-0.012352722633314987
206.44,-0.011680342360029183
207.64,-0.011177914307709116
208.84,-0.008581951652005426
210.04,-0.008233741749982662
211.24,-0.007481635884766805
212.44,-0.008224760190533911
213.64,-0.007941796474493055
214.84,-0.01115779661820351
216.04,-0.010737030225422998
217.24,-0.012449379391919679
218.44,-0.011932282356080074
219.64,-0.011143487971511573
220.84,-0.00999506600473569
222.04,-0.009890286056196492
223.24,-0.005315643492181785
224.44,-0.0053964631944185765
225.64,-0.0019543880690003615
226.84,-0.0037485748367450103
228.04,-0.0032494362797766837
229.24,-0.0027150032024975306
230.44,0.0006120073611151997
231.64,-0.0006505579981396854
232.84,2.514128889886648e-05
234.04,0.0007728420313446484
235.24,0.0024155725387932114
236.44,0.0005594165708335556
237.64,0.0006423192740527491
238.84,0.0008404782067458596
240.04,0.002350845639654611
241.24,0.0022243336427825375
242.44,0.00018110897372381396
243.64,0.00038456279648608213
244.84,0.0006061952744085752
246.04,0.0007213736396981739
247.24,0.000613836848521899
248.44,0.0027911347812309755
249.64,0.0028292677158090773
250.84,0.002856666852282226
252.04,0.0024636130636394487
253.24,0.0025617007529148933
254.44,0.002281710467589386
255.64,0.0025493614506306083
256.84,0.0025074471622435297
258.04,0.0026637027529140917
259.24,0.002386100892409639
260.44,0.004748877217288728
261.64,0.0045708431743455525
262.84,0.0032105163741039874
264.04,0.003413680235020194
265.24,0.0033478149716570744
266.44,0.0034219285476673814
267.64,0.0034513593149377276
268.84,0.0038691473106042705
270.04,0.003926423227092093
271.24,0.0034224722701042673
272.44,0.0007385592328871652
273.64,-0.0003629292670654895
274.84,-0.002094144779276972
276.04,-0.002832340972082266
277.24,-0.004262033533360915
278.44,-0.0013359838082724535
279.64,-0.0017325333758006895
280.84,-0.00045849772704341564
282.04,0.0
283.24,0.0
284.44,0.0
285.64,0.0
286.84,0.0
288.04,0.0
289.24,0.0
290.44,0.0
291.64,0.0
292.84,0.0
294.04,0.0
295.24,0.0
296.44,0.0
297.64,0.0
298.84,0.0
300.04,0.0
301.24,0.0
302.44,0.0
303.64,0.0
304.84,0.0
306.04,0.0
307.24,0.0
308.44,0.0
309.64,0.0
310.84,0.0
312.04,0.0
313.24,0.0
314.44,0.0
315.64,0.0
316.84,0.0
318.04,0.0
319.24,0.0
320.44,0.0
321.64,0.0
322.84,0.0
324.04,0.0
325.24,0.0
326.44,0.0
327.64,0.0
328.84,0.0
330.04,0.0
331.24,0.0
332.44,0.0
333.64,0.0
334.84,0.0
336.04,0.0
337.24,0.0
338.44,0.0
339.64,0.0
340.84,0.0
342.04,0.0
343.24,0.0
344.44,0.0
345.64,0.0
346.84,0.0
348.04,0.0
349.24,0.0
350.44,0.0
351.64,0.0
352.84,0.0
354.04,0.0
355.24,0.0
356.44,0.0
357.64,0.0
358.84,0.0
360.04,0.0
361.24,0.0
362.44,0.0
363.64,0.0
364.84,0.0
366.04,0.0
367.24,0.0
368.44,0.0
369.64,0.0
370.84,0.0
372.04,0.0
373.24,0.0
374.44,0.0
375.64,0.0
376.84,0.0
378.04,0.0
379.24,0.0
380.44,0.0
381.64,0.0
382.84,0.0
384.04,0.0
385.24,0.0
386.44,0.0
387.64,0.0
388.84,0.0
390.04,0.0
391.24,0.0
392.44,0.0
393.64,0.0
394.84,0.0
396.04,0.0
397.24,0.0
398.44,0.0
399.64,0.0
400.84,0.0
402.04,0.0
403.24,0.0
404.44,0.0
405.64,0.0
406.84,0.0
408.04,0.0
409.24,0.0
410.44,0.0
411.64,0.0
412.84,0.0
414.04,0.0
415.24,0.0
416.44,0.0
417.64,0.0
418.84,0.0
420.04,0.0
421.24,0.0
422.44,0.0
423.64,0.0
424.84,0.0
426.04,0.0
427.24,0.0
428.44,0.0
429.64,0.0
430.84,0.0
432.04,0.0
433.24,0.0
434.44,0.0
435.64,0.0
436.84,0.0
438.04,0.0
439.24,0.0
440.44,0.0
441.64,0.0
442.84,0.0
444.04,0.0
445.24,0.0
446.44,0.0
447.64,0.0
448.84,0.0
450.04,0.0
451.24,0.0
452.44,0.0
453.64,0.0
454.84,0.0
456.04,0.0
457.24,0.0
458.44,0.0
459.64,0.0
460.84,0.0
462.04,0.0
463.24,0.0
464.44,0.0
465.64,0.0
466.84,0.0
468.04,0.0
469.24,0.0
470.44,0.0
471.64,0.0
472.84,0.0
474.04,0.0
475.24,0.0
476.44,0.0
477.64,0.0
478.84,0.0
480.04,0.0
481.24,0.0
482.44,0.0
483.64,0.0
484.84,0.0
486.04,0.0
487.24,0.0
488.44,0.0
489.64,0.0
490.84,0.0
492.04,0.0
493.24,0.0
494.44,0.0
495.64,0.0
496.84,0.0
498.04,0.0
499.24,0.0
500.44,0.0
501.64,0.0
502.84,0.0
