time_s,rppg_mean,rppg_std,user00,user10,user01
62.76,0,0,0,0,0
62.8,0,0,0,0,0
62.84,0,0,0,0,0
62.88,0,0,0,0,0
62.92,0,0,0,0,0
62.96,0,0,0,0,0
63,0,0,0,0,0
63.04,0,0,0,0,0
63.08,0,0,0,0,0
63.12,0,0,0,0,0
63.16,0,0,0,0,0
63.2,0,0,0,0,0
63.24,0,0,0,0,0
63.28,0,0,0,0,0
63.32,0,0,0,0,0
63.36,0,0,0,0,0
63.4,0,0,0,0,0
63.44,0,0,0,0,0
63.48,0,0,0,0,0
63.52,0,0,0,0,0
63.56,0,0,0,0,0
63.6,0,0,0,0,0
63.64,0,0,0,0,0
63.68,0,0,0,0,0
63.72,0,0,0,0,0
63.76,0,0,0,0,0
63.8,0,0,0,0,0
63.84,0,0,0,0,0
63.88,0,0,0,0,0
63.92,0,0,0,0,0
63.96,0,0,0,0,0
64,0,0,0,0,0
64.04,0,0,0,0,0
64.08,0,0,0,0,0
64.12,0,0,0,0,0
64.16,0,0,0,0,0
64.2,0,0,0,0,0
64.239,0,0,0,0,0
64.28,0,0,0,0,0
64.32,0,0,0,0,0
64.36,0,0,0,0,0
64.4,0,0,0,0,0
64.44,0,0,0,0,0
64.48,0,0,0,0,0
64.519,0,0,0,0,0
64.56,0,0,0,0,0
64.599,0,0,0,0,0
64.64,0,0,0,0,0
64.68,0,0,0,0,0
64.72,0,0,0,0,0
64.76,0,0,0,0,0
64.8,0,0,0,0,0
64.84,0,0,0,0,0
64.879,0,0,0,0,0
64.92,0,0,0,0,0
64.96,0,0,0,0,0
65,0,0,0,0,0
65.04,0,0,0,0,0
65.08,0,0,0,0,0
65.12,0,0,0,0,0
65.16,0,0,0,0,0
65.2,0,0,0,0,0
65.239,0,0,0,0,0
65.28,0,0,0,0,0
65.32,0,0,0,0,0
65.36,0,0,0,0,0
65.4,0,0,0,0,0
65.44,0,0,0,0,0
65.48,0,0,0,0,0
65.519,0,0,0,0,0
65.56,0,0,0,0,0
65.6,0,0,0,0,0
65.64,0,0,0,0,0
65.68,0,0,0,0,0
65.72,0,0,0,0,0
65.76,0,0,0,0,0
65.8,-0.003424967,0.005932216,0,0,-0.0102749
65.84,0.00245259,0.00424801,0,0,0.00735777
65.88,0.008660933,0.015001177,0,0,0.0259828
65.92,0.0114618,0.01985242,0,0,0.0343854
65.96,-0.0086055,0.014905163,0,0,-0.0258165
66,-0.013755667,0.023825514,0,0,-0.041267
66.04,-0.014473367,0.025068606,0,0,-0.0434201
66.08,-0.011825133,0.020481732,0,0,-0.0354754
66.12,-0.0059999,0.010392132,0,0,-0.0179997
66.16,-0.004495067,0.007785684,0,0,-0.0134852
66.2,-0.0048472,0.008395597,0,0,-0.0145416
66.24,-0.0054443,0.009429804,0,0,-0.0163329
66.28,-0.005010133,0.008677805,0,0,-0.0150304
66.32,-0.002678793,0.004639806,0,0,-0.00803638
66.36,0.001802533,0.003122079,0,0,0.0054076
66.4,-0.001169417,0.002025489,0,0,-0.00350825
66.44,-0.0064797,0.01122317,0,0,-0.0194391
66.48,-0.008177933,0.014164596,0,0,-0.0245338
66.52,0.0115917,0.020077413,0,0,0.0347751
66.56,0.012875533,0.022301078,0,0,0.0386266
66.6,0.011765967,0.020379252,0,0,0.0352979
66.64,0.013025667,0.022561116,0,0,0.039077
66.68,0.008962467,0.015523448,0,0,0.0268874
66.72,0.0040538,0.007021388,0,0,0.0121614
66.76,-0.011040367,0.019122476,0,0,-0.0331211
66.8,-0.004009533,0.006944715,0,0,-0.0120286
66.84,-0.007190433,0.012454196,0,0,-0.0215713
66.88,0.0054399,0.009422183,0,0,0.0163197
66.92,0.00227906,0.003947448,0,0,0.00683718
66.96,0.001395227,0.002416603,0,0,0.00418568
67,0.000745533,0.001291302,0,0,0.0022366
67.04,0.00240757,0.004170034,0,0,0.00722271
67.08,0.005740667,0.009943126,0,0,0.017222
67.12,0.0050436,0.008735771,0,0,0.0151308
67.16,0.004255167,0.007370165,0,0,0.0127655
67.2,0.002983163,0.00516699,0,0,0.00894949
67.24,0.002178223,0.003772793,0,0,0.00653467
67.28,-0.00102513,0.001775577,0,0,-0.00307539
67.32,-0.003523033,0.006102073,0,0,-0.0105691
67.36,-0.001783497,0.003089107,0,0,-0.00535049
67.4,-0.002482757,0.004300261,0,0,-0.00744827
67.44,0.0056519,0.009789378,0,0,0.0169557
67.48,0.012797167,0.022165343,0,0,0.0383915
67.52,-0.199412667,0.34539287,0,0,-0.598238
67.56,-0.186533,0.323084633,0,0,-0.559599
67.6,-0.139386333,0.241424211,0,0,-0.418159
67.64,-0.081984,0.142000453,0,0,-0.245952
67.68,-0.049736,0.086145279,0,0,-0.149208
67.72,-0.029314267,0.050773799,0,0,-0.0879428
67.76,0.008300533,0.014376945,0,0,0.0249016
67.8,-0.017943167,0.031078476,0,0,-0.0538295
67.84,-0.010914367,0.018904238,0,0,-0.0327431
67.88,-0.023122467,0.040049287,0,0,-0.0693674
67.92,-0.004537067,0.00785843,0,0,-0.0136112
67.96,0.00325178,0.005632248,0,0,0.00975534
68,0.006818533,0.011810046,0,0,0.0204556
68.04,0.020160333,0.034918722,0,0,0.060481
68.08,0.037156667,0.064357235,0,0,0.11147
68.12,0.048533333,0.084062199,0,0,0.1456
68.16,0.044387,0.076880539,0,0,0.133161
68.2,0.035815667,0.062034554,0,0,0.107447
68.24,0.020083367,0.034785411,0,0,0.0602501
68.28,0.010239033,0.017734526,0,0,0.0307171
68.32,-0.004595233,0.007959178,0,0,-0.0137857
68.36,0.00192538,0.003334856,0,0,0.00577614
68.4,0.00218069,0.003777066,0,0,0.00654207
68.44,-0.00089393,0.001548332,0,0,-0.00268179
68.48,0.018763967,0.032500144,0,0,0.0562919
68.52,0.018812367,0.032583975,0,0,0.0564371
68.56,0.0254707,0.044116547,0,0,0.0764121
68.6,0.020554633,0.035601669,0,0,0.0616639
68.64,0.025915333,0.044886674,0,0,0.077746
68.68,0.036196667,0.062694466,0,0,0.10859
68.72,0.045444667,0.078712472,0,0,0.136334
68.76,0.039764667,0.068874423,0,0,0.119294
68.8,0.030837933,0.053412867,0,0,0.0925138
68.84,0.019862867,0.034403494,0,0,0.0595886
68.88,0.006712133,0.011625756,0,0,0.0201364
68.92,-0.00222935,0.003861347,0,0,-0.00668805
68.96,0.004118367,0.00713322,0,0,0.0123551
69,-0.005739233,0.009940644,0,0,-0.0172177
69.04,-0.002968413,0.005141443,0,0,-0.00890524
69.08,-0.0127167,0.022025971,0,0,-0.0381501
69.12,-0.0053553,0.009275652,0,0,-0.0160659
69.16,0.0191466,0.033162884,0,0,0.0574398
69.2,0.035268333,0.061086545,0,0,0.105805
69.24,0.046283333,0.080165085,0,0,0.13885
69.28,0.049945333,0.086507855,0,0,0.149836
69.32,0.044573333,0.077203278,0,0,0.13372
69.36,0.041087667,0.071165926,0,0,0.123263
69.4,0.033984667,0.058863169,0,0,0.101954
69.44,0.034394667,0.05957331,0,0,0.103184
69.48,0.034711667,0.06012237,0,0,0.104135
69.52,0.0330544,0.0572519,0,0,0.0991632
69.56,0.022596633,0.039138517,0,0,0.0677899
69.6,0.017588267,0.030463771,0,0,0.0527648
69.64,0.002306873,0.003995622,0,0,0.00692062
69.68,-0.004395167,0.007612652,0,0,-0.0131855
69.72,-0.0101275,0.017541345,0,0,-0.0303825
69.76,0.0069968,0.012118813,0,0,0.0209904
69.8,0.055962,0.096929027,0,0,0.167886
69.84,0.008720567,0.015104465,0,0,0.0261617
69.88,0.047877333,0.082925974,0,0,0.143632
69.92,0.040858667,0.070769287,0,0,0.122576
69.96,0.017176933,0.029751321,0,0,0.0515308
70,0,0,0,0,0
70.04,0,0,0,0,0
70.08,0,0,0,0,0
70.12,0,0,0,0,0
70.16,0,0,0,0,0
70.2,0,0,0,0,0
70.24,0,0,0,0,0
70.28,0,0,0,0,0
70.32,-0.00293503,0.005083621,0,-0.00880509,0
70.36,-0.00170945,0.002960854,0,-0.00512835,0
70.4,-0.001253257,0.002170704,0,-0.00375977,0
70.44,0.00039481,0.000683831,0,0.00118443,0
70.48,0.000161067,0.000278977,0,0.000483202,0
70.52,0.000543327,0.000941069,0,0.00162998,0
70.56,-0.000204947,0.000354979,0,-0.000614841,0
70.6,-0.000768637,0.001331318,0,-0.00230591,0
70.64,-0.002372627,0.00410951,0,-0.00711788,0
70.68,-0.001065987,0.001846343,0,-0.00319796,0
70.72,0.000218146,0.000377841,0,0.000654439,0
70.76,0.003573067,0.006188733,0,0.0107192,0
70.8,0.004320833,0.007483903,0,0.0129625,0
70.84,0.009658933,0.016729763,0,0.0289768,0
70.88,0.013476533,0.02334204,0,0.0404296,0
70.92,0.015396333,0.026667232,0,0.046189,0
70.96,0.013584167,0.023528467,0,0.0407525,0
71,0.010509133,0.018202353,0,0.0315274,0
71.04,0.005707633,0.009885911,0,0.0171229,0
71.08,0.002422247,0.004195454,0,0.00726674,0
71.12,0.000263251,0.000455965,0,0.000789754,0
71.16,-0.001402677,0.002429507,0,-0.00420803,0
71.2,-0.003228577,0.005592059,0,-0.00968573,0
71.24,-0.005056067,0.008757364,0,-0.0151682,0
71.28,-0.0074353,0.012878317,0,-0.0223059,0
71.32,-0.0064848,0.011232003,0,-0.0194544,0
71.36,-0.004152833,0.007192918,0,-0.0124585,0
71.4,-0.000732223,0.001268248,0,-0.00219667,0
71.44,-0.001432613,0.002481359,0,-0.00429784,0
71.48,-0.002700573,0.00467753,0,-0.00810172,0
71.52,0.003567533,0.006179149,0,0.0107026,0
71.56,0.003296683,0.005710023,0,0.00989005,0
71.6,0.002764167,0.004787677,0,0.0082925,0
71.64,0.00242266,0.00419617,0,0.00726798,0
71.68,0.002134437,0.003696953,0,0.00640331,0
71.72,0.00186796,0.003235402,0,0.00560388,0
71.76,0.001767627,0.003061619,0,0.00530288,0
71.8,0.001203163,0.00208394,0,0.00360949,0
71.84,0.000338087,0.000585583,0,0.00101426,0
71.88,-0.0003673,0.000636182,0,-0.0011019,0
71.92,-0.001116937,0.001934591,0,-0.00335081,0
71.96,-0.001172337,0.002030547,0,-0.00351701,0
72,0.000481427,0.000833855,0,0.00144428,0
72.04,-0.000807397,0.001398452,0,-0.00242219,0
72.08,-0.00136354,0.002361721,0,-0.00409062,0
72.12,-0.00189651,0.003284852,0,-0.00568953,0
72.16,-0.002024673,0.003506837,0,-0.00607402,0
72.2,-0.001653073,0.002863207,0,-0.00495922,0
72.24,0.000299173,0.000518182,0,0.000897518,0
72.28,0.000871303,0.001509142,0,0.00261391,0
72.32,0.001740657,0.003014906,0,0.00522197,0
72.36,0.002621723,0.004540958,0,0.00786517,0
72.4,-0.002935267,0.005084031,0,-0.0088058,0
72.44,-0.002086903,0.003614623,0,-0.00626071,0
72.48,-0.002207383,0.0038233,0,-0.00662215,0
72.52,0.00046545,0.000806183,0,0.00139635,0
72.56,0.0006089,0.001054646,0,0.0018267,0
72.6,6.85E-05,0.000118704,0,0.000205602,0
72.64,-0.001023873,0.001773401,0,-0.00307162,0
72.68,-0.001365813,0.002365658,0,-0.00409744,0
72.72,-0.002122,0.003675412,0,-0.006366,0
72.76,0.00086899,0.001505135,0,0.00260697,0
72.8,0.00292404,0.005064586,0,0.00877212,0
72.84,0.004606867,0.007979327,0,0.0138206,0
72.88,0.004840033,0.008383184,0,0.0145201,0
72.92,0.004988433,0.00864022,0,0.0149653,0
72.96,0.007352,0.012734038,0,0.022056,0
73,0.002232743,0.003867225,0,0.00669823,0
73.04,-0.002481647,0.004298338,0,-0.00744494,0
73.08,-0.005143033,0.008907995,0,-0.0154291,0
73.12,-0.007072,0.012249063,0,-0.021216,0
73.16,-0.0058404,0.01011587,0,-0.0175212,0
73.2,0.0135054,0.023392039,0,0.0405162,0
73.24,0.009392333,0.016267999,0,0.028177,0
73.28,-6.66E-05,0.00011531,0,-0.000199723,0
73.32,-0.009485467,0.01642931,0,-0.0284564,0
73.36,-0.012588967,0.02180473,0,-0.0377669,0
73.4,-0.011219133,0.019432109,0,-0.0336574,0
73.44,-0.0058538,0.010139079,0,-0.0175614,0
73.48,0.00109613,0.001898553,0,0.00328839,0
73.52,-0.000619803,0.001073531,0,-0.00185941,0
73.56,-0.002630877,0.004556812,0,-0.00789263,0
73.6,-0.009190467,0.015918355,0,-0.0275714,0
73.64,-0.009811733,0.016994421,0,-0.0294352,0
73.68,-0.0066267,0.011477781,0,-0.0198801,0
73.72,-0.001804457,0.003125411,0,-0.00541337,0
73.76,0.00282307,0.004889701,0,0.00846921,0
73.8,-0.0012096,0.002095089,0,-0.0036288,0
73.84,0.001095543,0.001897537,0,0.00328663,0
73.88,-0.000121159,0.000209854,0,-0.000363478,0
73.92,-0.003463533,0.005999016,0,-0.0103906,0
73.96,-0.0074454,0.012895811,0,-0.0223362,0
74,-0.0122913,0.021289156,0,-0.0368739,0
74.04,-0.012566367,0.021765586,0,-0.0376991,0
74.08,0.0107609,0.018638426,0,0.0322827,0
74.12,0.0053109,0.009198749,0,0.0159327,0
74.16,-0.010552133,0.018276831,0,-0.0316564,0
74.2,-0.010590433,0.018343169,0,-0.0317713,0
74.24,-0.0091463,0.015841856,0,-0.0274389,0
74.28,-0.003856133,0.006679019,0,-0.0115684,0
74.32,0.069071333,0.119635059,0,0.207214,0
74.36,0.061417,0.106377364,0,0.184251,0
74.4,-0.046173667,0.079975137,0,-0.138521,0
74.44,-0.030512167,0.052848623,0,-0.0915365,0
74.48,-0.017206067,0.029801782,0,-0.0516182,0
74.52,-0.006657967,0.011531937,0,-0.0199739,0
74.56,0.00200063,0.003465193,0,0.00600189,0
74.6,0.007377567,0.01277832,0,0.0221327,0
74.64,0.007996833,0.013850922,0,0.0239905,0
74.68,0.012930833,0.02239686,0,0.0387925,0
74.72,0.020370633,0.035282972,0,0.0611119,0
74.76,0.021469933,0.037187015,0,0.0644098,0
74.8,0.018261367,0.031629615,0,0.0547841,0
74.84,0.013847567,0.023984689,0,0.0415427,0
74.88,0.0084377,0.014614525,0,0.0253131,0
74.92,0.0070343,0.012183765,0,0.0211029,0
74.96,0.007871667,0.013634127,0,0.023615,0
75,0.008191867,0.014188729,0,0.0245756,0
75.04,0.006852633,0.011869109,0,0.0205579,0
75.08,0.011105133,0.019234655,0,0.0333154,0
75.12,0.0098205,0.017009605,0,0.0294615,0
75.16,0.003482967,0.006032675,0,0.0104489,0
75.2,-0.0096825,0.016770582,0,-0.0290475,0
75.24,-0.019809567,0.034311176,0,-0.0594287,0
75.28,-0.023783367,0.041193999,0,-0.0713501,0
75.32,-0.021236333,0.036782408,0,-0.063709,0
75.36,-0.014535767,0.025176686,0,-0.0436073,0
75.4,-0.006758767,0.011706527,0,-0.0202763,0
75.44,-0.001487887,0.002577095,0,-0.00446366,0
75.48,0.002165403,0.003750589,0,0.00649621,0
75.52,0.004802633,0.008318405,0,0.0144079,0
75.56,0.007161233,0.01240362,0,0.0214837,0
75.6,0.0073383,0.012710308,0,0.0220149,0
75.64,0.014230867,0.024648584,0,0.0426926,0
75.68,0.005035,0.008720876,0,0.015105,0
75.72,0.0157812,0.02733384,0,0.0473436,0
75.76,0.054857667,0.095016266,0,0.164573,0
75.8,0.055125667,0.095480455,0,0.165377,0
75.84,0.044345333,0.07680837,0,0.133036,0
75.88,0.030514133,0.052852029,0,0.0915424,0
75.92,0.018299133,0.031695029,0,0.0548974,0
75.96,0.008657767,0.014995692,0,0.0259733,0
76,0.001053773,0.001825189,0,0.00316132,0
76.04,-0.004730267,0.008193062,0,-0.0141908,0
76.08,-0.004743367,0.008215752,0,-0.0142301,0
76.12,-0.0170486,0.029529041,0,-0.0511458,0
76.16,-0.0240348,0.041629495,0,-0.0721044,0
76.2,-0.027823333,0.048191427,0,-0.08347,0
76.24,-0.003712667,0.006430527,0,-0.011138,0
76.28,-0.007779767,0.013474951,0,-0.0233393,0
76.32,-0.005872433,0.010171353,0,-0.0176173,0
76.36,0.002294717,0.003974566,0,0.00688415,0
76.4,0.001616307,0.002799525,0,0.00484892,0
76.44,0.00077573,0.001343604,0,0.00232719,0
76.48,-0.001132677,0.001961854,0,-0.00339803,0
76.52,-0.00133503,0.00231234,0,-0.00400509,0
76.56,-0.002202943,0.00381561,0,-0.00660883,0
76.6,0.005513833,0.009550239,0,0.0165415,0
76.64,0.041626,0.072098347,0,0.124878,0
76.68,0.036343333,0.0629485,0,0.10903,0
76.72,0.0328449,0.056889036,0,0.0985347,0
76.76,0.0307753,0.053304383,0,0.0923259,0
76.8,0.030051067,0.052049974,0,0.0901532,0
76.84,0.026686333,0.046222085,0,0.080059,0
76.88,0.023192267,0.040170184,0,0.0695768,0
76.92,0.015547233,0.026928598,0,0.0466417,0
76.96,0.008548533,0.014806494,0,0.0256456,0
77,0.001924713,0.003333701,0,0.00577414,0
77.04,-0.012925733,0.022388027,0,-0.0387772,0
77.08,0.001895523,0.003283143,0,0.00568657,0
77.12,0.021527,0.037285858,0,0.064581,0
77.16,0.031523667,0.054600592,0,0.094571,0
77.2,0.04523,0.078340658,0,0.13569,0
77.24,0.035278,0.061103288,0,0.105834,0
77.28,0.054876333,0.095048597,0,0.164629,0
77.32,0.050373333,0.087249173,0,0.15112,0
77.36,0.085931333,0.148837435,0,0.257794,0
77.4,0.104004333,0.18014079,0,0.312013,0
77.44,0.005766533,0.009987929,0,0.0172996,0
77.48,0.014262067,0.024702624,0,0.0427862,0
77.52,0,0,0,0,0
77.56,0,0,0,0,0
77.6,0,0,0,0,0
77.64,0,0,0,0,0
77.68,0,0,0,0,0
77.72,0,0,0,0,0
77.76,0,0,0,0,0
77.8,0,0,0,0,0
77.84,0,0,0,0,0
77.88,0,0,0,0,0
77.92,0,0,0,0,0
77.96,0,0,0,0,0
78,0,0,0,0,0
78.04,0,0,0,0,0
78.08,0,0,0,0,0
78.12,0,0,0,0,0
78.16,0,0,0,0,0
78.2,0,0,0,0,0
78.24,0,0,0,0,0
78.28,0,0,0,0,0
78.32,0,0,0,0,0
78.36,0,0,0,0,0
78.4,0,0,0,0,0
78.44,0,0,0,0,0
78.48,0,0,0,0,0
78.52,0,0,0,0,0
78.56,0,0,0,0,0
78.6,0,0,0,0,0
78.64,0,0,0,0,0
78.68,0,0,0,0,0
78.72,0,0,0,0,0
78.76,0,0,0,0,0
78.8,0,0,0,0,0
78.84,0,0,0,0,0
78.88,0,0,0,0,0
78.92,0,0,0,0,0
78.96,0,0,0,0,0
79,0,0,0,0,0
79.04,0,0,0,0,0
79.08,0,0,0,0,0
79.12,0,0,0,0,0
79.16,0,0,0,0,0
79.2,0,0,0,0,0
79.24,0,0,0,0,0
79.28,0,0,0,0,0
79.32,0,0,0,0,0
79.36,0,0,0,0,0
79.4,0,0,0,0,0
79.44,0,0,0,0,0
79.48,0,0,0,0,0
79.52,0,0,0,0,0
79.56,0,0,0,0,0
79.6,0,0,0,0,0
79.64,0,0,0,0,0
79.68,0,0,0,0,0
79.72,0,0,0,0,0
79.76,0,0,0,0,0
79.8,0,0,0,0,0
79.84,0,0,0,0,0
79.88,0,0,0,0,0
79.92,0,0,0,0,0
79.96,0,0,0,0,0
80,0,0,0,0,0
80.04,0,0,0,0,0
80.08,0,0,0,0,0
80.12,0,0,0,0,0
80.16,0,0,0,0,0
80.2,0,0,0,0,0
80.24,0,0,0,0,0
80.28,0,0,0,0,0
80.32,0,0,0,0,0
80.36,0,0,0,0,0
80.4,0,0,0,0,0
80.44,0,0,0,0,0
80.48,0,0,0,0,0
80.52,0,0,0,0,0
80.56,0,0,0,0,0
80.6,0,0,0,0,0
80.64,0,0,0,0,0
80.68,0,0,0,0,0
80.72,0,0,0,0,0
80.76,0,0,0,0,0
80.8,0,0,0,0,0
80.84,0,0,0,0,0
80.88,0,0,0,0,0
80.92,0,0,0,0,0
80.96,0,0,0,0,0
81,0,0,0,0,0
81.04,0,0,0,0,0
81.08,0,0,0,0,0
81.12,0,0,0,0,0
81.16,0,0,0,0,0
81.2,0,0,0,0,0
81.24,0,0,0,0,0
81.28,0,0,0,0,0
81.32,0,0,0,0,0
81.36,0,0,0,0,0
81.4,0,0,0,0,0
81.44,0,0,0,0,0
81.48,0,0,0,0,0
81.52,0,0,0,0,0
81.56,0,0,0,0,0
81.6,0,0,0,0,0
81.64,0,0,0,0,0
81.68,0,0,0,0,0
81.72,0,0,0,0,0
81.76,0,0,0,0,0
81.8,0,0,0,0,0
81.84,0,0,0,0,0
81.88,0,0,0,0,0
81.92,0,0,0,0,0
81.96,0,0,0,0,0
82,0,0,0,0,0
82.04,0,0,0,0,0
82.08,0,0,0,0,0
82.12,0,0,0,0,0
82.16,0,0,0,0,0
82.2,0,0,0,0,0
82.24,0,0,0,0,0
82.28,0,0,0,0,0
82.32,0,0,0,0,0
82.36,0,0,0,0,0
82.4,0,0,0,0,0
82.44,0,0,0,0,0
82.48,0,0,0,0,0
82.52,0,0,0,0,0
82.56,0,0,0,0,0
82.6,0,0,0,0,0
82.64,0.00048131,0.000833653,0,0,0.00144393
82.68,0.006664567,0.011543368,0,0,0.0199937
82.72,0.00841526,0.021135906,0,-0.00721682,0.0324626
82.76,0.011618247,0.023123017,0,-0.00339176,0.0382465
82.8,0.006871,0.018733468,0,-0.0074568,0.0280698
82.84,0.007388773,0.01852122,0,-0.00629758,0.0284639
82.88,0.007057307,0.019632514,0,-0.00807098,0.0292429
82.92,0.007694007,0.020021014,0,-0.00733868,0.0304207
82.96,0.0046013,0.017952388,0,-0.0106026,0.0244065
83,0.003348753,0.010082082,0,-0.00463284,0.0146791
83.04,0.003390047,0.004835331,0,0.00124305,0.00892709
83.08,0.0025108,0.006026926,0,0.00938721,-0.00185481
83.12,0.001370867,0.014513538,0,0.0165212,-0.0124086
83.16,-0.0002976,0.018955452,0,0.0185073,-0.0194001
83.2,-0.001408433,0.01391292,0,0.0117467,-0.015972
83.24,0.00234858,0.002036157,0,0.00342766,0.00361808
83.28,-0.0080382,0.01729448,0,0.0037743,-0.0278889
83.32,-0.024318533,0.028008721,0,-0.0180131,-0.0549425
83.36,-0.045638933,0.039815405,0,-0.063654,-0.0732628
83.4,-0.054384533,0.047120696,0,-0.0830266,-0.080127
83.44,-0.062050967,0.056967648,0,-0.111986,-0.0741669
83.48,-0.0537211,0.053069467,0,-0.106114,-0.0550493
83.52,-0.045835333,0.048314907,0,-0.096297,-0.041209
83.56,-0.0446208,0.040039708,0,-0.0564471,-0.0774153
83.6,-0.028716667,0.025327287,0,-0.0382806,-0.0478694
83.64,-0.0206265,0.023289078,0,-0.0159968,-0.0458827
83.68,0.011418117,0.022905143,0,-0.00353355,0.0377879
83.72,0.025899557,0.036965351,0,0.00946657,0.0682321
83.76,0.025023207,0.036352135,0,0.00834822,0.0667214
83.8,0.057169267,0.076581565,0,0.0273288,0.144179
83.84,0.056045367,0.058808002,0,0.0508631,0.117273
83.88,0.044470833,0.03953445,0,0.0756355,0.057777
83.92,0.024059367,0.055250949,0,0.0872606,-0.0150825
83.96,0.0137587,0.070389978,0,0.0900122,-0.0487361
84,0.0031889,0.070170816,0,0.0748998,-0.0653331
84.04,-0.0034614,0.067896906,0,0.0626386,-0.0730228
84.08,0.0083479,0.038613859,0,0.0504529,-0.0254092
84.12,-0.014171633,0.063819367,0,0.0413707,-0.0838856
84.16,-0.0392461,0.095759548,0,0.0306557,-0.148394
84.2,-0.0617893,0.127988281,0,0.0235811,-0.208949
84.24,0.023322167,0.020871441,0,0.0297226,0.0402439
