11,01,02,00,12,10,avg
null,null,null,null,null,null,null
-0.034270968,-0.315387547,-0.309220433,null,-0.289101422,-0.096771225,-0.208950319
-0.101321518,-0.317346364,-0.23562035,-0.132010475,-0.231294543,null,-0.20351865
-0.075432092,-0.176835477,-0.293337256,-0.115470305,-0.197763473,-0.018610183,-0.146241464
-0.054248001,-0.431156784,-0.465956897,-0.107444093,-0.260785908,-0.139069468,-0.243110192
-0.028343346,-0.368939668,-0.13901338,-0.088092834,-0.2309452,-0.165834904,-0.170194888
null,null,null,null,null,null,null
-0.031506035,-0.443032563,-0.174949944,-0.146547511,-0.199255005,-0.127696484,-0.18716459
-0.019026417,-0.384741694,-0.388776392,-0.148071751,-0.23409313,-0.140523389,-0.219205462
-0.111883432,-0.2945292,-0.302364737,null,-0.396956891,-0.063373134,-0.233821478
-0.02189881,-0.248481125,-0.340292335,null,-0.252488583,-0.047974344,-0.182227039
-0.096914425,-0.244228214,-0.263426036,-0.157015055,-0.354524136,-0.084670573,-0.20012974
-0.054931644,-0.131111741,-0.342179954,-0.109375492,-0.14532356,-0.1670001,-0.158320415
-0.094161406,-0.292342931,-0.387889117,-0.10814932,-0.347153097,-0.116948396,-0.224440711
-0.039982859,-0.278021514,-0.293349952,-0.119218856,-0.250074655,-0.180245176,-0.193482169
0.054833461,-0.368917465,-0.302569658,-0.122080997,-0.15343298,-0.020437632,-0.152100878
-0.038528699,-0.464949399,-0.399935782,-0.150983259,-0.242187887,-0.046114031,-0.223783176
-0.034241829,-0.256640792,-0.124045864,-0.139313042,-0.219176561,-0.054133464,-0.137925259
-0.082453355,-0.372719586,-0.137660459,-0.132248595,-0.260501146,-0.067920014,-0.175583859
-0.02905244,-0.285975277,-0.043543477,-0.140509576,-0.313545942,-0.111152917,-0.153963272
-0.05606753,-0.280618012,-0.361034364,-0.077874526,-0.301424176,-0.09994401,-0.196160436
-0.010505922,-0.2138879,-0.24893406,-0.095012292,-0.474778324,-0.105007827,-0.191354388
0.076663598,-0.278842509,-0.10393101,-0.09303914,-0.283252448,-0.163190931,-0.140932073
0.266973257,-0.197890699,-0.111604765,-0.121091932,-0.227822095,-0.063950077,-0.075897718
0.218432307,-0.156621382,-0.127874553,-0.126521975,-0.203207821,-0.116139784,-0.085322201
0.019822223,-0.311891943,-0.218074143,-0.086054444,-0.216647357,-0.046913106,-0.143293128
-0.123418182,-0.01478631,-0.132309005,-0.134001166,-0.325239956,-0.087616071,-0.136228448
0.063042,-0.234331131,-0.182072639,-0.127960742,-0.083039775,0.038262017,-0.087683378
0.045179427,-0.458500534,-0.095056057,-0.130125582,-0.058591451,-0.052088384,-0.124863764
-0.029899802,-0.090669289,-0.166128621,-0.128930256,-0.204176903,-0.101510704,-0.120219262
0.083616659,-0.115612641,-0.227821141,-0.125446022,-0.334339797,-0.082405567,-0.133668085
0.081678942,-0.482167155,-0.121549368,-0.131902874,-0.250685185,-0.031689141,-0.156052463
0.105892584,-0.26536876,-0.138211876,-0.131408125,-0.236095846,-0.063585505,-0.121462921
0.055131011,-0.318953872,-0.315297186,-0.130823731,-0.15910621,-0.128273219,-0.166220535
0.038415737,-0.361112744,-0.138377011,-0.125388131,-0.196650773,0.06319607,-0.119986142
-0.008137047,-0.323884219,-0.057974312,-0.125639409,-0.003033221,null,-0.103733642
0.025347076,-0.237935901,-0.200967535,-0.129985645,-0.167636693,null,-0.14223574
0.014218278,-0.342852175,-0.216209084,-0.121170133,-0.383463711,-0.127432063,-0.196151481
0.003439035,-0.259153455,-0.173096418,-0.121805087,-0.268544137,-0.120205835,-0.156560983
null,null,null,null,null,null,null
-0.019461054,-0.09872508,-0.206411466,-0.121152982,-0.24216184,-0.143454745,-0.138561195
0.003825437,-0.192435682,-0.078233242,-0.13104409,-0.227467805,-0.104011297,-0.121561113
0.014160519,-0.038793761,-0.044576291,-0.12457183,-0.042575199,-0.008098658,-0.040742537
0.010131817,-0.112395242,-0.285339683,-0.122832716,0.022097806,-0.117575124,-0.100985524
-0.096428096,-0.501910627,-0.190088794,-0.101287723,-0.196389273,-0.013828736,-0.183322208
0.049704976,-0.315599918,-0.221702218,-0.091483518,-0.179261819,null,-0.151668499
0.047248971,-0.138509855,-0.174711272,-0.092225119,-0.183394626,null,-0.10831838
0.067950539,-0.317223787,-0.145709649,-0.096718222,-0.228596926,-0.143694296,-0.143998723
-0.035259377,-0.243014753,-0.201139674,-0.093608782,-0.109307706,-0.146372214,-0.138117084
-0.006240219,-0.273278564,-0.288172841,-0.096407026,-0.08788994,-0.135148391,-0.147856163
0.076595843,-0.102010399,-0.199721724,-0.096327841,0.04680955,-0.177630842,-0.075380902
-0.030068327,-0.316821873,-0.144072279,-0.093820319,-0.109109804,-0.145224527,-0.139852855
-0.062972188,-0.422476351,-0.242405355,-0.108491451,-0.09285216,-0.155052602,-0.180708351
-0.223513097,-0.339725316,-0.175032735,-0.151205093,-0.167270973,-0.100886509,-0.192938954
-0.142754227,-0.349531382,-0.107918218,-0.137974262,-0.198195577,-0.132966965,-0.178223439
-0.055847753,-0.048910681,-0.156503767,-0.110336944,-0.26901111,-0.166435763,-0.13450767
-0.06749773,-0.383556455,-0.227690339,-0.113692939,-0.159398049,-0.062872007,-0.16911792
-0.292839199,-0.415759623,-0.237721711,-0.12254037,-0.328035444,-0.021183323,-0.236346612
-0.144177735,-0.337364525,-0.19747971,-0.123442084,-0.217232138,-0.12789689,-0.191265513
-0.137778312,-0.34317854,-0.199682042,-0.127328038,-0.122042969,-0.123448148,-0.175576342
-0.194152787,0.000650395,-0.261624098,-0.128373504,-0.248967379,-0.051013958,-0.147246889
-0.090216205,-0.009458754,-0.238133162,-0.122397959,-0.274904519,0.019465765,-0.119274139
-0.110020459,-0.378365993,-0.255684793,-0.111899689,-0.196349666,-0.003038071,-0.175893112
-0.052456509,-0.279133826,-0.111609459,-0.111431956,null,-0.154894561,-0.141905262
-0.041606899,-0.345292747,-0.105193987,-0.110305309,-0.065382019,-0.074036255,-0.123636203
-0.08276549,-0.140325055,-0.277992398,-0.093063563,-0.281096309,-0.183656394,-0.176483201
-0.045577426,-0.273932606,-0.138795555,-0.107870042,-0.107567459,-0.171882018,-0.140937518
-0.071023181,-0.277869016,-0.306299508,-0.082116842,-0.046326306,-0.100589886,-0.14737079
-0.043396439,-0.156835169,-0.218172729,-0.126412079,-0.173722774,-0.136728719,-0.142544651
-0.008138895,-0.244118571,-0.236140579,-0.142627731,-0.161818445,-0.140931755,-0.155629329
0.014995907,-0.191183686,-0.266207486,-0.118995205,-0.151958212,-0.102105498,-0.13590903
-0.009797022,-0.277891606,-0.267416328,-0.121360391,-0.144358069,-0.098612979,-0.153239399
-0.035077874,-0.323520213,-0.26589787,-0.11268796,-0.135209218,-0.23732239,-0.184952588
-0.05191097,-0.226250619,-0.160225078,-0.131241366,-0.024992291,-0.188164026,-0.130464058
-0.086835608,-0.092840984,-0.155898929,-0.115332216,-0.245655566,-0.218989968,-0.152592212
-0.080543146,-0.211393476,-0.234044343,-0.116153419,-0.26916635,-0.20394887,-0.185874934
-0.066754535,-0.242756367,-0.242301732,-0.131348938,-0.13904649,-0.197692379,-0.169983407
-0.076444671,-0.309551418,-0.226982415,-0.115117639,-0.183063343,-0.171737164,-0.180482775
-0.081562102,-0.333178997,-0.148222953,-0.117998749,-0.123453736,-0.176218286,-0.163439137
-0.104766592,-0.338719219,-0.180486828,-0.113425568,-0.115543425,-0.174889356,-0.171305165
-0.072910666,-0.386920601,-0.148127973,-0.114567444,-0.192210659,-0.182071343,-0.182801448
0.091041699,-0.126995131,-0.096730039,-0.127030596,0.021762714,-0.192270488,-0.07170364
-0.041848358,-0.438366801,-0.243540078,-0.119147062,-0.183991224,-0.201375276,-0.204711466
-0.027981911,-0.45410049,-0.169530481,-0.119008586,-0.240564138,-0.159619853,-0.195134243
-0.027371582,-0.144217655,-0.210013598,-0.125633851,-0.279203087,-0.167316079,-0.158959309
0.168023795,-0.24987793,-0.202928707,-0.114849523,-0.279807627,-0.181657612,-0.143516267
0.163756981,-0.359416157,-0.078406274,-0.112618327,-0.170800701,-0.161037803,-0.119753713
0.020519095,null,-0.228044927,-0.108934581,-0.275638402,-0.164601058,-0.151339975
-0.008604463,-0.079137027,null,-0.121762425,-0.231132865,-0.1376701,-0.115661376
-0.026336472,-0.127993524,-0.162510991,-0.139238313,-0.128516525,-0.14677687,-0.121895449
0.060410224,0.022928052,-0.178879455,-0.140572786,-0.167218044,-0.1497574,-0.092181568
-0.067562401,-0.000277117,-0.174297899,-0.129172191,-0.208826631,-0.145943597,-0.121013306
0.082126126,-0.405223161,-0.118008792,-0.125391424,-0.222828984,-0.163344517,-0.158778459
0.03620287,-0.185336754,-0.177192092,-0.11865662,-0.269147694,-0.143636927,-0.142961203
0.005336914,-0.287091613,-0.065380469,-0.118433416,-0.287848651,-0.153950289,-0.151227921
-0.047068905,-0.110082313,-0.176912457,-0.118028775,-0.228227705,-0.161464572,-0.140297454
0.068666063,-0.057616014,-0.151407391,-0.121104613,-0.296176255,-0.167414993,-0.1208422
0.149805859,-0.14602308,-0.201992184,-0.12590766,-0.224958628,-0.143067256,-0.115357158
0.080998495,-0.292094946,-0.177275389,-0.108523145,-0.312946737,-0.156716749,-0.161093079
0.052266411,-0.201165497,-0.262584567,-0.091160178,-0.124870554,-0.169066519,-0.132763484
0.101034045,-0.321599334,-0.097822189,-0.114372641,-0.211881548,-0.189549521,-0.139031865
0.008527279,-0.185765401,-0.101867691,-0.117964268,-0.257276744,-0.058996122,-0.118890491
0.125072256,-0.266418964,-0.144348472,-0.131850928,-0.243262261,0.012160126,-0.108108041
0.071557924,-0.392401427,-0.191869348,-0.12034364,-0.117131919,-0.145787403,-0.149329302
0.062248342,-0.187529966,-0.238222122,-0.102917001,-0.203692198,-0.000961322,-0.111845711
-0.018752407,-0.183817416,-0.144146532,-0.108178765,-0.203546867,-0.062739581,-0.120196928
0.009065449,-0.268921077,-0.256621957,-0.114225194,-0.162714347,-0.115595102,-0.151502038
0.080074936,-0.348610789,-0.299143225,-0.127092928,-0.220415026,-0.045116875,-0.160050651
0.020554919,-0.198508531,-0.221220583,-0.116160363,-0.300883621,-0.14866592,-0.160814016
0.066875562,-0.263245493,-0.238314718,-0.116704583,-0.246675462,-0.149758592,-0.157970548
0.070500873,-0.171343073,-0.169777125,-0.152486607,-0.098446637,-0.09341158,-0.102494025
-0.007147875,-0.262439311,-0.160468519,-0.110011756,-0.158055156,-0.127388388,-0.137585167
0.02814972,-0.06688711,-0.166172773,-0.106755778,-0.319154829,-0.077283651,-0.118017403
-0.060074646,-0.504081368,-0.24883613,-0.087550759,-0.345322669,-0.143352821,-0.231536399
-0.109392717,-0.057981398,-0.19532463,-0.139282659,-0.289690882,-0.174694985,-0.161061212
-0.005939018,-0.15768519,-0.264923841,-0.140723661,-0.341646165,-0.138180465,-0.174849723
0.039445546,-0.491789848,-0.211797595,-0.126761377,-0.4025518,-0.103046566,-0.216083607
0.007127453,-0.248411655,-0.099577621,-0.144896388,-0.346137494,-0.086824238,-0.153119991
0.080665231,-0.258565396,-0.280963063,-0.121020839,-0.359121799,-0.027844805,-0.161141779
0.052024301,-0.122253865,-0.292726487,-0.11514543,-0.366975218,-0.090930343,-0.156001174
0.045590911,-0.116804838,-0.246629328,-0.11862947,-0.199505463,0.033690989,-0.1003812
0.143094376,-0.118692502,-0.112828672,-0.129191935,0.016215537,-0.039097641,-0.040083473
0.08712855,-0.216102511,-0.245083719,-0.115349025,-0.227045566,-0.021240089,-0.122948727
0.051008731,-0.28840524,-0.23959586,-0.12866199,-0.105969757,-0.048389051,-0.126668861
-0.021918613,-0.447483033,-0.301167101,-0.132424191,-0.18581529,-0.008120682,-0.182821485
-0.028910737,-0.087393716,-0.298726112,-0.128437191,-0.24777326,-0.069035694,-0.143379452
0.076171979,-0.122822762,-0.275967628,-0.120846465,null,-0.097031295,-0.108099234
0.100426883,-0.366368562,-0.309283763,-0.12242122,-0.08758001,-0.017586,-0.133802112
0.05947357,-0.408999622,-0.348017901,-0.127554417,-0.334285945,-0.108157963,-0.211257046
0.042668514,-0.102581099,-0.332859188,-0.122950733,-0.367001384,-0.085750103,-0.161412332
0.089943677,-0.148858756,-0.277005196,-0.127109647,-0.360890508,0.065939099,-0.126330222
0.056882136,-0.258287132,-0.261368513,-0.13284874,-0.273171276,-0.038505454,-0.151216496
-0.024947841,-0.317912519,-0.354258478,-0.121120483,-0.229525805,-0.226725996,-0.212415187
0.027490828,-0.205020115,-0.352596134,-0.138934448,-0.189636797,-0.095842779,-0.159089907
0.014032999,-0.321677744,-0.363119125,-0.110860854,-0.367586017,-0.064426154,-0.202272816
0.092780873,-0.26591295,-0.36933431,-0.122495264,-0.219606131,-0.060152452,-0.157453372
0.041607305,-0.262835473,-0.362020582,-0.119166851,-0.03645866,-0.101169646,-0.140007318
0.093128443,-0.33484152,-0.353595704,-0.108796164,-0.388707817,-0.044068296,-0.189480176
0.10449034,-0.390701979,-0.315700263,-0.111869872,-0.251287073,-0.054201033,-0.169878313
0.12343277,-0.481539875,-0.327176183,-0.117038578,-0.210640639,-0.15326798,-0.194371747
0.059603065,-0.438599586,-0.271297544,-0.110320508,-0.113873258,-0.169776529,-0.17404406
0.017591838,-0.468007714,-0.193411872,-0.104459301,-0.133135363,-0.129496574,-0.168486498
0.099044427,-0.151258051,-0.191870183,-0.107485473,-0.097842246,-0.01976354,-0.078195844
-0.007833458,-0.398153305,-0.340357721,-0.10223788,-0.158462971,-0.154279575,-0.193554152
0.084420592,-0.393135756,-0.34088707,-0.127625078,-0.268793762,-0.220152885,-0.211028993
0.017514478,-0.164306477,-0.403117031,-0.106840789,-0.156196788,-0.139414787,-0.158726899
0.045637876,-0.523836732,-0.388581127,-0.10986945,-0.323422581,-0.097121045,-0.23286551
0.062232625,-0.112642676,-0.343356043,-0.109242335,-0.192597315,-0.165331468,-0.143489535
0.057710089,-0.25865829,-0.248717487,-0.13496834,-0.273088872,-0.073292047,-0.155169158
0.137903705,-0.345673859,-0.185024887,-0.134854749,0.006647196,-0.272779047,-0.13229694
0.063185431,-0.285914034,-0.406197935,-0.111154795,-0.105875373,-0.201332688,-0.174548232
0.107159361,-0.178945571,-0.362807453,-0.102742881,-0.218375474,-0.119219869,-0.145821981
0.125545785,-0.105465174,-0.175384939,-0.128991187,-0.052285317,-0.264539659,-0.100186748
-0.057889048,-0.364843398,-0.267966956,-0.111836806,-0.095061108,-0.221497148,-0.186515744
0.090727083,-0.206101537,-0.295515478,-0.116148219,-0.072546959,-0.111250088,-0.118472533
-0.039445672,-0.156412631,-0.337875277,-0.10764192,-0.196244657,-0.165632412,-0.167208762
-0.063696995,-0.296645403,-0.239954203,-0.112584978,-0.04587936,-0.100229099,-0.143165007
-0.024162855,-0.077760756,-0.208905697,-0.132719934,-0.284801871,-0.040449429,-0.128133424
-0.027446646,-0.094423711,-0.207589149,-0.130736232,-0.185159937,-0.059654612,-0.117501715
0.043275721,-0.473620325,-0.271755546,-0.115952358,-0.14527826,-0.073343247,-0.172779003
0.076753572,-0.256687194,-0.247651547,-0.092417538,-0.132146448,-0.018087018,-0.111706029
0.101432204,-0.231746316,-0.249313295,-0.131848574,-0.0681061,-0.132788613,-0.118728449
0.042675205,-0.380855769,-0.262940198,-0.121769696,-0.056736063,-0.140049636,-0.15327936
0.027169403,-0.299858689,-0.265661627,-0.145412087,-0.09013778,-0.125225887,-0.149854445
-0.111605763,-0.355702698,-0.2562702,-0.093811125,-0.244062722,-0.173657671,-0.205851696
-0.014724359,-0.245049953,-0.180460945,-0.116656244,-0.192522883,-0.126581565,-0.145999325
-0.033129152,-0.372974843,-0.323536366,-0.116949528,-0.193614498,-0.118510172,-0.193119093
